window_id,vehicle_model,attack_type,label,source_file,start_frame_idx,end_frame_idx,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,mean_inter_arrival_time,std_inter_arrival_time,mean_dlc,std_dlc,byte_mean_0,byte_std_0,byte_mean_1,byte_std_1,byte_mean_2,byte_std_2,byte_mean_3,byte_std_3,byte_mean_4,byte_std_4,byte_mean_5,byte_std_5,byte_mean_6,byte_std_6,byte_mean_7,byte_std_7,block_id,split,source_trace,physical_vehicle,window_uid,anomaly_score,local_alert,weak_signal,message_rate,burstiness,payload_entropy
689,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,4750,4850,100.0,45.0,5.263856189709803,0.04,0.00040159562621453794,0.0003747922675647463,7.46,1.2362847568420472,41.01,66.8382368109752,66.49,81.26395203286634,44.49,61.62734701413001,66.48,85.1520381435465,53.51648351648352,79.00067639679312,69.0,88.2692510116479,57.05882352941177,77.40304796266122,64.30864197530865,63.62809418614317,6,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::689::train,0.48274410774410775,0,0,100.0,0.9332555183482233,2.06393689613191
690,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,4800,4900,100.0,46.0,5.296307314686725,0.04,0.0003968176215586036,0.0003721684631160472,7.5,1.1874342087037917,40.44,66.6762806401197,58.36,75.41531939864738,44.92,62.852793096249904,65.21,82.29426407715182,53.52173913043478,80.92326991889743,70.08888888888889,88.89602471357503,58.30232558139535,78.57155970573368,68.3780487804878,73.63831191410213,6,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::690::train,0.35984848484848486,0,0,100.0,0.9378805401174551,2.0637192471823096
691,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,4850,4950,100.0,43.0,5.191663380223953,0.05,0.00042484745834812975,0.0003865406155009243,7.54,1.135077089893017,48.63,78.63493562024453,60.11,77.19920919284083,47.84,65.81697653341425,69.87,84.97383773844747,54.30107526881721,84.72736605125631,69.16483516483517,89.0751335826954,61.01149425287356,77.02731180843504,80.5421686746988,82.3372876933315,6,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::691::train,0.16792929292929293,0,0,100.0,0.9098317480163357,2.06471060498695
692,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,4900,5000,100.0,39.0,5.04727776125225,0.05,0.00045612123277452256,0.00041618752853397304,7.42,1.2820296408429877,54.76,86.78826187912742,67.39,78.74273236305685,47.27,60.91746137192521,74.85,83.50249996257597,54.544444444444444,86.08731499163588,73.45454545454545,91.42171378871716,60.95238095238095,74.3479440202979,97.325,84.36465121720116,6,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::692::train,0.6296296296296297,0,1,100.0,0.9124473630727606,2.0555354907408314
693,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,0,100,100.0,38.0,5.019728886232058,0.05,0.00041768767616965556,0.00036728279200693386,7.45,1.2031209415515967,46.82,79.79891979218766,60.26,75.12531131383086,52.8,66.5890381369186,76.55,85.40121486255332,59.98913043478261,86.05818236180548,86.04444444444445,94.47597120856959,64.5952380952381,77.80471877102666,70.29113924050633,71.28568871209583,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::693::train,0.03493265993265993,0,0,100.0,0.8793218800543973,2.0626586756017327
694,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,50,150,100.0,40.0,5.091921695717911,0.05,0.00044197988028478143,0.0003902717818238836,7.48,1.1956588142108098,43.91,75.22022267980866,62.93,74.02340913521883,54.59,70.13474103466841,82.84,89.90336144994802,57.28260869565217,84.06458775806752,92.02222222222223,96.95416761173266,56.188235294117646,73.95427746729287,81.30864197530865,73.55499193730165,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::694::train,0.15782828282828282,0,0,100.0,0.8830060286146765,2.051420143054116
695,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,100,200,100.0,39.0,5.0643728206977165,0.05,0.00044169811287311594,0.00039811154634730673,7.5,1.1874342087037917,41.56,69.8693523656832,64.02,75.47330388952109,52.79,65.68291939309641,79.09,87.21400059623453,57.92391304347826,84.30112094974623,92.07777777777778,97.45805112146999,56.151162790697676,76.3902948666302,80.0609756097561,73.20691483416024,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::695::train,0.2015993265993266,0,0,100.0,0.9013184195859358,2.0505230404699155
696,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,150,250,100.0,47.0,5.328758439663647,0.04,0.0003902117411295573,0.000345360895970979,7.46,1.236284756842047,51.76,81.41057916511834,65.64,81.806542525644,47.8,64.17616379934219,69.49,83.16808221908211,52.494505494505496,81.24327510649844,76.93258426966293,92.80822292036497,55.423529411764704,76.94266413384605,71.50617283950618,72.75905161232987,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::696::train,0.21632996632996632,0,0,100.0,0.8850579685615987,2.065853035537974
697,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,200,300,100.0,45.0,5.263856189709803,0.04,0.0004010585823444405,0.0003720803829945372,7.5,1.1874342087037917,58.12,84.68946569674414,72.75,84.86652755945656,48.89,64.98475128828301,70.27,85.90306804765473,48.04347826086956,78.12447050860267,78.75555555555556,93.43093838185283,59.5,79.78003917749596,71.28048780487805,73.99559551662253,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::697::train,0.11531986531986532,0,0,100.0,0.9277434061530159,2.0648691391590166
698,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,250,350,100.0,44.0,5.227759784966878,0.05,0.00040408095928153606,0.0003717665297161922,7.5,1.1874342087037917,57.66,81.7859670114623,72.99,85.37862671652665,46.47,62.88075301711964,68.76,83.54341625765612,47.369565217391305,78.36532582153482,85.26666666666667,97.12338086738492,52.69767441860465,75.79732304401114,69.53658536585365,75.22878845714928,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::698::train,0.21001683501683502,0,0,100.0,0.9200275369313661,2.0584697781679506
699,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,300,400,100.0,45.0,5.263856189709803,0.04,0.0004017473471285117,0.00037401894413917146,7.54,1.135077089893017,60.39,84.8906231570955,73.17,87.75090369905028,49.01,65.57171570120765,67.31,80.41911402148123,48.03225806451613,79.49361935751232,85.76923076923077,97.29405716049128,54.50574712643678,75.95308194290544,68.98795180722891,75.86187416104741,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::699::train,0.6721380471380471,0,1,100.0,0.9309781777883205,2.061381775018041
700,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,350,450,100.0,40.0,5.117564284886111,0.05,0.00042043551050051294,0.00038201879316201255,7.5,1.1874342087037917,67.09,90.40532008681791,73.76,88.87059356165008,54.84,68.7742277310331,74.5,84.50911193474938,58.93478260869565,86.1793887831638,89.05555555555556,97.24543532401933,66.01162790697674,81.81907069814505,65.01219512195122,68.99549188214755,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::700::train,0.6565656565656566,0,1,100.0,0.9086242122674703,2.069279767250384
701,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,400,500,100.0,37.0,5.009275070657334,0.05,0.0004401616375855725,0.0004024235075989882,7.42,1.2820296408429877,70.11,92.35766291975995,70.69,83.31262749427604,50.44,66.93778006477358,79.03,85.98319079913236,60.48888888888889,84.65029296325814,88.82954545454545,96.619594002707,56.535714285714285,73.11658114802354,69.4,67.64107479926675,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::701::train,0.4414983164983165,0,0,100.0,0.9142609418336934,2.0651381747845208
702,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,450,550,100.0,35.0,4.911439672003282,0.05,0.0004443736991497001,0.0004290560726779787,7.39,1.2875946567146042,66.58,89.6276943806991,75.1,82.88588540879563,49.62,65.80285404144716,75.82,84.81938221892446,55.77777777777778,78.60912836133215,87.38636363636364,94.13909339354548,58.24096385542169,73.77294870422875,75.75641025641026,69.67252813596856,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::702::train,0.6182659932659933,0,1,100.0,0.9655276808039853,2.0639766426059
703,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,500,600,100.0,38.0,5.019728886232058,0.05,0.0004179285030172329,0.0003945596635411877,7.39,1.3182943525631896,60.69,86.18279352631824,75.43,85.15764851145198,53.93939393939394,68.86772831793638,75.48484848484848,84.91556871879048,58.56043956043956,81.82428355950675,90.0561797752809,93.81338870338617,64.07228915662651,79.6224196695684,68.33333333333333,69.52617412808567,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::703::train,0.31565656565656564,0,0,100.0,0.9440818623539924,2.0669925212851097
704,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,550,650,100.0,39.0,5.0900154098659165,0.05,0.000417321619361338,0.0003915578059114354,7.43,1.290387538687506,53.31,82.87239528335112,70.74,82.01653735680384,52.08080808080808,67.57572284880808,69.4040404040404,81.3499634255093,59.77173913043478,84.57208184389341,92.92134831460675,95.40619544096246,62.01190476190476,76.23686366900311,71.525,71.1659987283253,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::704::train,0.17382154882154882,0,0,100.0,0.9382616415823984,2.0631789990608036
705,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,600,700,100.0,40.0,5.126111814608844,0.04,0.00041476644650854244,0.0003973896309863944,7.43,1.2590075456485557,56.22,83.18288045024649,75.26,84.33488246271527,47.87,62.57022534720488,63.64,77.12892064589003,60.91208791208791,88.44339449448194,86.45454545454545,95.7216500981918,61.714285714285715,75.95903837071715,83.8125,77.83445473407005,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::705::train,0.7992424242424242,0,1,100.0,0.9581022675033148,2.061591133584377
706,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,650,750,100.0,49.0,5.3438561897040335,0.04,0.00039179879005509194,0.0003568520718070326,7.47,1.284172885557081,59.95,85.17410111060755,73.96,87.42881904726839,44.90909090909091,62.72532569076017,65.29292929292929,79.89263660906765,52.010989010989015,86.28288441503275,81.8,95.95012593356336,55.372093023255815,75.86371601264442,79.3048780487805,79.21946807790434,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::706::train,0.9276094276094277,1,0,100.0,0.9108021006260741,2.0602332853418637
707,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,700,800,100.0,47.0,5.303856189706917,0.04,0.00039773758011634906,0.00037355199015103534,7.44,1.3062924634246347,63.16,84.83380458284303,70.74,85.04429669295878,49.39393939393939,68.80037264724929,69.67676767676768,84.39659003629298,50.61538461538461,85.17928980488894,86.1685393258427,97.4805351881239,49.10588235294118,70.15378460788618,72.37037037037037,74.73350917553641,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::707::train,0.5189393939393939,0,0,100.0,0.939189731209282,2.060306543842157
708,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,750,850,100.0,42.0,5.181209564649228,0.04,0.00040812203378388375,0.0003881634170629754,7.47,1.212064354727091,62.98,83.52987250080058,67.26,81.13502572871965,52.05,69.21190287804548,77.3,86.74681550350998,55.891304347826086,86.00536592482992,84.9438202247191,95.98096247923122,44.8235294117647,65.50099711330638,67.82716049382717,74.76131404090214,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::708::train,0.3560606060606061,0,0,100.0,0.9510941185165313,2.060843517943814
709,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,800,900,100.0,44.0,5.236307314689611,0.04,0.00040340423583984375,0.0003830129377134081,7.54,1.135077089893017,59.02,84.63367887549259,63.26,78.29005300802906,47.17,66.12791468056436,76.87,86.77265179767181,54.32258064516129,82.61442521470039,82.23076923076923,93.38094929168945,52.01149425287356,71.70252953310204,70.72289156626506,76.35811525393238,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::709::train,0.11994949494949494,0,0,100.0,0.949449594812568,2.0626123665265466
710,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,850,950,100.0,42.0,5.1726620349264945,0.05,0.00041286632268115725,0.000377311788783564,7.46,1.2362847568420472,56.82,82.93073977723822,67.37,78.41577073522902,48.71,65.85518886162274,77.55,85.98539120106392,59.27472527472528,85.83027795559975,86.21348314606742,93.17706617457647,61.65882352941176,78.82990667793038,79.41975308641975,77.75283158632952,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::710::train,0.012205387205387205,0,0,100.0,0.9138814530859553,2.0633172336688057
711,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,900,1000,100.0,38.0,5.019728886232058,0.05,0.00046308112866950756,0.0004288659037658711,7.46,1.2362847568420472,55.29,81.44130340312586,73.87,80.03257524283471,51.86,67.08323486535217,81.0,86.04440713956951,56.91208791208791,82.97459539073395,84.1685393258427,92.73488076958733,66.3529411764706,81.78662423106962,72.20987654320987,70.89545703625741,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::711::train,0.17971380471380471,0,0,100.0,0.9261119728331043,2.065299215564213
712,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,950,1050,100.0,41.0,5.119470570738102,0.05,0.000441910040498984,0.000428167864526277,7.44,1.2435433245367853,60.47,87.02591050945689,73.61,83.98058049334976,53.07,71.16547688310673,76.6,85.56693286544751,55.714285714285715,82.19305680607796,86.28089887640449,94.05425027449658,63.57142857142857,79.03077847002541,61.9625,64.04694445287768,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::712::train,0.2777777777777778,0,0,100.0,0.968900582440328,2.066877724553866
713,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1000,1100,100.0,39.0,5.055825290974983,0.05,0.000421008678397747,0.0003916740969075805,7.41,1.2497599769555754,70.89,93.89109595696496,78.4,88.05237078012154,53.62,70.10531791526232,76.45,83.54560132047648,53.7032967032967,81.1960718079627,88.35955056179775,94.35365544814478,58.963855421686745,74.45795219703996,73.98717948717949,69.90588794205952,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::713::train,0.44023569023569026,0,0,100.0,0.9303208857292543,2.064734052440895
714,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1050,1150,100.0,35.0,4.911439672003282,0.05,0.00043056709597809144,0.0003980405143645385,7.43,1.2430205147140574,64.68,88.76202791734764,82.58,88.66568445571262,52.77,66.27833054626527,77.74,82.71730411467723,51.43956043956044,78.98910883212002,82.57303370786516,93.47004418774786,60.63095238095238,75.97474200615949,78.84810126582279,71.843727844343,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::714::train,0.6418350168350169,0,1,100.0,0.9244542688662003,2.0632724258080732
715,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1100,1200,100.0,45.0,5.263856189709803,0.04,0.00040399907815335975,0.0004075031229468717,7.42,1.2820296408429877,56.44,82.98341039027018,71.78,84.77176180780957,52.5,69.42225867832305,72.66,85.32364502293605,51.67777777777778,80.38709511935605,73.35227272727273,90.17899369545891,51.32142857142857,69.84270775485881,68.2,72.22143033753902,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::715::train,0.18055555555555555,0,0,100.0,1.008670901276861,2.0678067676624012
716,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1150,1250,100.0,47.0,5.328758439663647,0.04,0.00039668757506091187,0.0004092511586838063,7.5,1.1874342087037917,56.27,83.12891855425524,67.29,81.20237619675916,48.04,69.83221606107026,69.51,84.40219132226368,51.130434782608695,81.74911479261523,72.08888888888889,89.76706206676681,45.95348837209303,67.0676345498358,58.75609756097561,68.68389255834363,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::716::train,0.5117845117845118,0,0,100.0,1.0316686297833644,2.066538298292379
717,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1200,1300,100.0,47.0,5.316307314685282,0.04,0.0003945249499696674,0.00036297764176685825,7.51,1.1873921003611234,55.32,79.8340629055042,69.97,85.42136208232692,44.75,70.55627186862979,68.84,82.56908864702335,56.71739130434783,86.35434155986708,80.96666666666667,94.10519527516948,46.95348837209303,69.21417837286852,61.16867469879518,70.50964546119101,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::717::train,0.7327441077441077,0,1,100.0,0.9200348970575074,2.0616273443045596
718,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1250,1350,100.0,47.0,5.328758439663647,0.04,0.00039920180734961925,0.00038107239704832037,7.51,1.1873921003611234,58.25,79.59615254520786,72.02,85.79032346366343,51.12,73.89550459940035,67.03,82.12654321228916,54.641304347826086,83.25074507066238,85.05555555555556,96.51336822903644,47.98837209302326,66.58051502557522,68.81927710843374,74.99078571161995,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::718::train,0.6982323232323232,0,1,100.0,0.9545834599168528,2.0628219480002663
719,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1300,1400,100.0,41.0,5.128018100460836,0.05,0.0004111733099426886,0.0003830476898631078,7.49,1.1873921003611232,58.93,78.4075576714388,75.02,86.6431739954164,53.53,71.49439908132665,67.78,79.51560601542316,52.69565217391305,80.15375701553299,82.46666666666667,94.96352516156459,59.674418604651166,78.77867759277652,64.88888888888889,69.75937478482996,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::719::train,0.382996632996633,0,0,100.0,0.9315944128817258,2.0682348694001096
720,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1350,1450,100.0,39.0,5.04727776125225,0.05,0.0004370381133724945,0.00042832953912519124,7.45,1.2359207094308278,56.83,77.64071805438175,75.2,85.8173642102809,55.77,72.71173976738557,71.13,78.27012904039447,61.45054945054945,88.02912401882845,82.53932584269663,92.07923507572042,64.6470588235294,83.45660455764217,65.5,68.39462698194939,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::720::train,0.6477272727272727,0,1,100.0,0.9800714078424373,2.0712172673125906
721,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1400,1500,100.0,35.0,4.945629790894216,0.05,0.0004610003847064394,0.0004629888614084662,7.5,1.1874342087037917,60.94,81.65118737654707,80.19,86.21736426033911,58.52,74.61521024563288,78.25,84.66916498938679,68.93478260869566,94.82212229815705,90.24444444444444,91.40815804962209,62.395348837209305,80.65160202128192,79.54878048780488,76.22945983865606,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::721::train,0.9823232323232324,1,0,100.0,1.004311216338954,2.068719620307147
722,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1450,1550,100.0,37.0,5.017822600380066,0.05,0.0004307067755496863,0.00039990046410800953,7.48,1.1956588142108098,62.18,85.03015700326561,78.24,87.53137951614839,55.06,74.93287929874309,81.55,87.23948360690815,65.41304347826087,92.01135943268245,94.02222222222223,92.57393174920341,54.56470588235294,75.62157287267321,88.62962962962963,82.58216177282296,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::722::train,0.8425925925925926,1,0,100.0,0.9284728226641386,2.060112007217178
723,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1500,1600,100.0,40.0,5.091921695717911,0.05,0.00043222157642094775,0.00040839624032362395,7.48,1.1956588142108098,68.57,91.0647302746788,70.14,84.19216353081801,56.14,75.22805593659857,80.67,85.32632126137865,60.07608695652174,87.01789342424028,87.28888888888889,94.49623677920776,42.72941176470588,60.45093065702991,82.71604938271605,78.22904556223224,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::723::train,0.6771885521885522,0,1,100.0,0.9448748459772286,2.057324652523091
724,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1550,1650,100.0,40.0,5.09192169571791,0.05,0.0004181524719854798,0.0004281025037504425,7.46,1.2362847568420472,75.98,94.3942773689168,71.07,85.5936043171451,55.47,73.09944664633242,82.92,87.11976583990571,61.65934065934066,88.91027948087593,84.04494382022472,94.82662003727367,41.31764705882353,56.779700549260276,75.18518518518519,70.31096908103211,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::724::train,0.7882996632996633,0,1,100.0,1.0237927756948246,2.0578999204667827
725,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1600,1700,100.0,48.0,5.348758439662206,0.04,0.0003904453431717073,0.00039517491536920197,7.5,1.1874342087037917,63.07,90.8704853073868,71.6,86.1052843906807,50.87,73.7283737783494,76.24,88.48910893437677,58.891304347826086,89.63579163357089,75.87777777777778,91.85106637955667,44.24418604651163,63.13586973815514,68.6829268292683,73.54770777028295,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::725::train,0.8758417508417509,1,0,100.0,1.0121106837858516,2.0640803514326707
726,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1650,1750,100.0,46.0,5.296307314686725,0.04,0.0003996377039437342,0.00038809694550958343,7.46,1.2362847568420472,57.35,85.75434391329689,77.94,87.74779997242096,51.98,74.21320367697382,71.68,85.43627800881778,51.142857142857146,83.16653112598266,76.73033707865169,92.02341715227031,57.21176470588235,75.71620296213658,65.5679012345679,71.04301223169811,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::726::train,0.30345117845117847,0,0,100.0,0.9711195179039122,2.066899757847054
727,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1700,1800,100.0,44.0,5.227759784966878,0.05,0.0004041700652151397,0.00039555252219589625,7.44,1.3062924634246347,57.22,82.50400959953402,74.06,86.33282342191757,53.474747474747474,74.63802798102203,73.8989898989899,83.97612635124041,50.67032967032967,80.16042362210877,83.2247191011236,93.871386171586,57.705882352941174,75.10570175416883,67.11111111111111,68.62997941187272,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::727::train,0.19065656565656566,0,0,100.0,0.9786760019185049,2.0653922464994996
728,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1750,1850,100.0,44.0,5.227759784966877,0.05,0.0004040303856435448,0.00040922885828961525,7.52,1.2122705968553393,52.18,77.54925918408247,68.62,82.36659274244626,55.39393939393939,77.017224648529,73.70707070707071,85.87485050936101,55.74193548387097,84.6854906547556,85.24175824175825,93.37945048420858,55.86206896551724,70.94731288015625,71.33734939759036,72.41301838432454,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::728::train,0.2053872053872054,0,0,100.0,1.0128640319310636,2.06536409430721
729,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1800,1900,100.0,40.0,5.091921695717911,0.05,0.0004126447619813861,0.0004056128914886512,7.44,1.2435433245367853,51.7,74.25139729324965,77.52,87.11205197904594,53.5,73.89932340691625,74.11,84.12358706094267,56.73626373626374,84.09437858214577,86.11235955056179,91.85986374006133,60.023809523809526,77.78051784936957,73.775,74.64515640682924,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::729::train,0.15951178451178452,0,0,100.0,0.9829566394697343,2.0634333086337984
730,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1850,1950,100.0,39.0,5.055825290974983,0.05,0.0004158284929063585,0.00040473273037547797,7.37,1.3539202339872167,50.77,73.0195665558212,84.62,91.19909867975669,49.85858585858586,68.82917077457316,79.0,87.67340681544354,55.51111111111111,81.72259913803858,89.2840909090909,91.53724389355462,45.0,68.0393224362968,71.58974358974359,75.24020268403225,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::730::train,0.7415824915824916,0,1,100.0,0.9733141522663005,2.048530151439928
731,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1900,2000,100.0,36.0,4.990273725359875,0.05,0.0004245560578625612,0.0004338405299904789,7.32,1.4062716664997557,48.79,70.32656610414018,81.22,89.0156817645071,50.02020202020202,67.09814608497015,75.44444444444444,87.66640421924332,61.38202247191011,85.51069393901606,89.81395348837209,93.09791190273282,37.71951219512195,51.91486332360308,73.23376623376623,74.17860091608247,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::731::train,0.9882154882154882,1,0,100.0,1.021866253206708,2.0440094848745973
732,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1950,2050,100.0,37.0,5.017822600380066,0.05,0.00043400851162997157,0.00040910829294499084,7.41,1.2656618821786487,49.88,71.49185687894811,71.79,83.41082603595291,52.49,70.16900954124975,73.29,84.51299249227895,70.26373626373626,91.47495125398787,92.9090909090909,93.93223335367854,40.54216867469879,52.033886364912334,77.18987341772151,76.13048025616685,7,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::732::train,0.9162457912457912,1,0,100.0,0.9426251775186645,2.0493990594397955
