event_id,gnn_campaign_score
EVT-HYU-018965,0.91169846
EVT-HYU-018966,0.89356863
EVT-HYU-018967,0.9209897
EVT-HYU-018968,0.5760505
EVT-HYU-018969,0.70715284
EVT-HYU-018970,0.8260869
EVT-HYU-018971,0.55979097
EVT-HYU-018972,0.7449556
EVT-HYU-018974,0.6831408
EVT-HYU-018977,0.9125576
EVT-HYU-018978,0.5672957
EVT-HYU-018979,0.89324665
EVT-HYU-018981,0.8263227
EVT-HYU-018982,0.5222409
EVT-HYU-018983,0.87322617
EVT-HYU-018984,0.9080934
EVT-HYU-018985,0.8683176
EVT-HYU-018988,0.558571
EVT-HYU-018991,0.6175369
EVT-HYU-018992,0.887615
EVT-HYU-018993,0.44794622
EVT-HYU-018994,0.836097
EVT-HYU-018995,0.674596
EVT-HYU-018996,0.8314346
EVT-HYU-018998,0.511195
EVT-HYU-018999,0.3267585
EVT-HYU-019000,0.8191572
EVT-HYU-019001,0.41923687
EVT-HYU-019002,0.8769301
EVT-HYU-019003,0.35282034
EVT-HYU-019005,0.59375536
EVT-HYU-019006,0.8623208
EVT-HYU-019007,0.5049428
EVT-HYU-019009,0.8782113
EVT-HYU-019010,0.54006654
EVT-HYU-019011,0.45557988
EVT-HYU-019012,0.40544975
EVT-HYU-019016,0.85581344
EVT-HYU-019017,0.6125806
EVT-HYU-019018,0.8949407
EVT-HYU-019019,0.3068052
EVT-HYU-019020,0.55278903
EVT-HYU-019022,0.88353854
EVT-HYU-019025,0.9135997
EVT-HYU-019026,0.34561315
EVT-HYU-019029,0.64012855
EVT-HYU-019031,0.7219583
EVT-HYU-019034,0.5909619
EVT-HYU-019035,0.49641082
EVT-HYU-019037,0.6762426
EVT-HYU-019038,0.6512222
EVT-HYU-019039,0.7531144
EVT-HYU-019041,0.6177262
EVT-HYU-019043,0.40806875
EVT-HYU-019044,0.51429445
EVT-HYU-019045,0.60527426
EVT-HYU-019046,0.7894918
EVT-HYU-019048,0.75231844
EVT-HYU-019050,0.58986664
EVT-HYU-019051,0.4310052
EVT-HYU-019052,0.6065564
EVT-HYU-019053,0.4826037
EVT-HYU-019054,0.8773721
EVT-HYU-019055,0.80758464
EVT-HYU-019057,0.91949457
EVT-HYU-019059,0.6463372
EVT-HYU-019065,0.7401967
EVT-HYU-019066,0.9106727
EVT-HYU-019068,0.3534385
EVT-HYU-019074,0.48413947
EVT-HYU-019076,0.5797718
EVT-HYU-019077,0.63174224
EVT-HYU-019078,0.79790664
EVT-HYU-019081,0.35755202
EVT-HYU-019083,0.59306043
EVT-HYU-019084,0.67866766
EVT-HYU-019087,0.420821
EVT-HYU-019088,0.598353
EVT-HYU-019089,0.5871067
EVT-HYU-019091,0.80510104
EVT-HYU-019093,0.5189735
EVT-HYU-019096,0.9116642
EVT-HYU-019097,0.6945942
EVT-HYU-019100,0.70086485
EVT-HYU-019102,0.896063
EVT-HYU-019104,0.5718425
EVT-HYU-019105,0.8903274
EVT-HYU-019108,0.35246888
EVT-HYU-019109,0.6268533
EVT-HYU-019115,0.82347727
EVT-HYU-019116,0.83303887
EVT-HYU-019117,0.5687191
EVT-HYU-019125,0.4618002
EVT-HYU-019127,0.5237262
EVT-HYU-019128,0.40957612
EVT-HYU-019130,0.8720303
EVT-HYU-019132,0.51159865
EVT-HYU-019133,0.98928857
EVT-HYU-019134,0.9997503
EVT-HYU-019135,0.99971384
EVT-HYU-019136,0.9995491
EVT-HYU-019137,0.9995813
EVT-HYU-019138,0.99955493
EVT-HYU-019139,0.9997459
EVT-HYU-019140,0.99974483
EVT-HYU-019141,0.9996263
EVT-HYU-019142,0.999619
EVT-HYU-019143,0.99977654
EVT-HYU-019144,0.99968374
EVT-HYU-019145,0.99959
EVT-HYU-019146,0.99971586
EVT-HYU-019147,0.9997297
EVT-HYU-019148,0.999676
EVT-HYU-019149,0.9997061
EVT-HYU-019150,0.9997764
EVT-HYU-019151,0.999721
EVT-HYU-019152,0.9996062
EVT-HYU-019153,0.9996507
EVT-HYU-019154,0.9997181
EVT-HYU-019155,0.99962425
EVT-HYU-019156,0.3817062
EVT-HYU-019158,0.8754024
EVT-HYU-019159,0.8742196
EVT-HYU-019160,0.64835465
EVT-HYU-019164,0.3909843
EVT-HYU-019165,0.61949795
EVT-HYU-019170,0.39712402
EVT-HYU-019171,0.3990041
EVT-HYU-019177,0.8900405
EVT-HYU-019178,0.3799755
EVT-HYU-019179,0.8812449
EVT-HYU-019180,0.4250972
EVT-HYU-019181,0.72986925
EVT-HYU-019182,0.92721516
EVT-HYU-019183,0.36639822
EVT-HYU-019184,0.9036596
EVT-HYU-019185,0.9073319
EVT-HYU-019188,0.8835161
EVT-HYU-019189,0.45933998
EVT-HYU-019190,0.6412719
EVT-HYU-019194,0.3906566
EVT-HYU-019195,0.64255196
EVT-HYU-019196,0.63429624
EVT-HYU-019200,0.36463833
EVT-HYU-019203,0.37215912
EVT-HYU-019206,0.5124438
EVT-HYU-019208,0.52920747
EVT-HYU-019209,0.43991107
EVT-HYU-019212,0.3767535
EVT-HYU-019213,0.3888602
EVT-HYU-019214,0.4106568
EVT-HYU-019215,0.8803384
EVT-HYU-019216,0.5662601
EVT-HYU-019220,0.42848295
EVT-HYU-019221,0.40380087
EVT-HYU-019222,0.8823401
EVT-HYU-019223,0.56013715
EVT-HYU-019224,0.90746635
EVT-HYU-019227,0.4757788
EVT-HYU-019228,0.5365534
EVT-HYU-019229,0.9180071
EVT-HYU-019231,0.8886404
EVT-HYU-019232,0.39142796
EVT-HYU-019233,0.9051755
EVT-HYU-019234,0.8929174
EVT-HYU-019235,0.46076337
EVT-HYU-019238,0.39253515
EVT-HYU-019240,0.894496
EVT-HYU-019241,0.45163086
EVT-HYU-019247,0.4444498
EVT-HYU-019248,0.52418864
EVT-HYU-019252,0.5599531
EVT-HYU-019253,0.44185564
EVT-HYU-019255,0.56638
EVT-HYU-019257,0.8949528
EVT-HYU-019259,0.7848967
EVT-HYU-019261,0.8941078
EVT-HYU-019263,0.9087579
EVT-HYU-019265,0.9204576
EVT-HYU-019266,0.5486644
EVT-HYU-019267,0.59004956
EVT-HYU-019268,0.9131969
EVT-HYU-019270,0.61618495
EVT-HYU-019272,0.72358227
EVT-HYU-019274,0.79309976
EVT-HYU-019276,0.61051404
EVT-HYU-019277,0.7115023
EVT-HYU-019278,0.64685166
EVT-HYU-019279,0.71744746
EVT-HYU-019281,0.7276219
EVT-HYU-019283,0.42171088
EVT-HYU-019284,0.5151274
EVT-HYU-019286,0.5919285
EVT-HYU-019289,0.41169316
EVT-HYU-019290,0.9094974
EVT-HYU-019291,0.79984075
EVT-HYU-019293,0.47739014
EVT-HYU-019294,0.8940576
EVT-HYU-019295,0.60186934
EVT-HYU-019296,0.8923822
EVT-HYU-019297,0.9226653
EVT-HYU-019298,0.7975172
EVT-HYU-019300,0.9258626
EVT-HYU-019301,0.48015597
EVT-HYU-019302,0.91507703
EVT-HYU-019303,0.50161064
EVT-HYU-019304,0.87450254
EVT-HYU-019305,0.8261325
EVT-HYU-019306,0.8979287
EVT-HYU-019307,0.92987585
EVT-HYU-019308,0.87193286
EVT-HYU-019309,0.9143074
EVT-HYU-019311,0.90430677
EVT-HYU-019313,0.71156836
EVT-HYU-019315,0.92509407
EVT-HYU-019316,0.4390531
EVT-HYU-019317,0.8031965
EVT-HYU-019318,0.90224195
EVT-HYU-019320,0.78401005
EVT-HYU-019321,0.808282
EVT-HYU-019322,0.9181979
EVT-HYU-019323,0.39611515
EVT-HYU-019324,0.60415345
EVT-HYU-019327,0.8836893
EVT-HYU-019328,0.7893916
EVT-HYU-019331,0.51521105
EVT-HYU-019332,0.8160793
EVT-HYU-019334,0.83781964
EVT-HYU-019335,0.5663185
EVT-HYU-019337,0.8878642
EVT-HYU-019338,0.8901668
EVT-HYU-019339,0.84244484
EVT-HYU-019340,0.4746996
EVT-HYU-019341,0.91348475
EVT-HYU-019343,0.88894033
EVT-HYU-019344,0.4934156
EVT-HYU-019345,0.5513016
EVT-HYU-019346,0.90330726
EVT-HYU-019347,0.74824315
EVT-HYU-019348,0.7786158
EVT-HYU-019350,0.9308733
EVT-HYU-019352,0.926001
EVT-HYU-019353,0.84241134
EVT-HYU-019354,0.9292622
EVT-HYU-019355,0.8118478
EVT-HYU-019356,0.9005153
EVT-HYU-019357,0.42147592
EVT-HYU-019359,0.86656415
EVT-HYU-019361,0.76073056
EVT-HYU-019362,0.48775938
EVT-HYU-019363,0.9146252
EVT-HYU-019364,0.73201054
EVT-HYU-019365,0.47298646
EVT-HYU-019366,0.702639
EVT-HYU-019368,0.47927803
EVT-HYU-019370,0.58334696
EVT-HYU-019371,0.716976
EVT-HYU-019372,0.5061767
EVT-HYU-019375,0.576819
EVT-HYU-019377,0.8327873
EVT-HYU-019378,0.7516388
EVT-HYU-019379,0.78957224
EVT-HYU-019380,0.92081106
EVT-HYU-019381,0.43379676
EVT-HYU-019382,0.8770945
EVT-HYU-019384,0.867759
EVT-HYU-019385,0.72584677
EVT-HYU-019386,0.85014385
EVT-HYU-019387,0.6592155
EVT-HYU-019388,0.8163129
EVT-HYU-019389,0.9099959
EVT-HYU-019390,0.37665308
EVT-HYU-019391,0.81643915
EVT-HYU-019393,0.9261237
EVT-HYU-019394,0.81879437
EVT-HYU-019395,0.9130379
EVT-HYU-019397,0.9255542
EVT-HYU-019399,0.58650637
EVT-HYU-019400,0.5534756
EVT-HYU-019402,0.64482933
EVT-HYU-019404,0.9083893
EVT-HYU-019406,0.55878395
EVT-HYU-019407,0.7646749
EVT-HYU-019409,0.642327
EVT-HYU-019411,0.83605343
EVT-HYU-019412,0.8485376
EVT-HYU-019417,0.53326744
EVT-HYU-019418,0.36299944
EVT-HYU-019419,0.9239051
EVT-HYU-019420,0.5304432
EVT-HYU-019421,0.90347946
EVT-HYU-019423,0.88555825
EVT-HYU-019426,0.90943754
EVT-HYU-019427,0.66753834
EVT-HYU-019428,0.9064727
EVT-HYU-019429,0.38791323
EVT-HYU-019430,0.9138446
EVT-HYU-019432,0.8713045
EVT-HYU-019433,0.5861258
EVT-HYU-019434,0.9091159
EVT-HYU-019435,0.3779192
EVT-HYU-019436,0.91198635
EVT-HYU-019437,0.8920491
EVT-HYU-019438,0.90457225
EVT-HYU-019439,0.5213564
EVT-HYU-019440,0.8554523
EVT-HYU-019441,0.8789101
EVT-HYU-019442,0.5900053
EVT-HYU-019443,0.88089705
EVT-HYU-019444,0.92695725
EVT-HYU-019445,0.57161176
EVT-HYU-019446,0.55575025
EVT-HYU-019448,0.580014
EVT-HYU-019451,0.90544915
EVT-HYU-019452,0.68329346
EVT-HYU-019453,0.6954362
EVT-HYU-019455,0.5345185
EVT-HYU-019458,0.9182032
EVT-HYU-019459,0.87536365
EVT-HYU-019460,0.88430244
EVT-HYU-019461,0.39928776
EVT-HYU-019462,0.88741153
EVT-HYU-019464,0.458301
EVT-HYU-019465,0.81230956
EVT-HYU-019466,0.7356451
EVT-HYU-019468,0.4724524
EVT-HYU-019469,0.704538
EVT-HYU-019471,0.6986086
EVT-HYU-019472,0.5198442
EVT-HYU-019475,0.9206214
EVT-HYU-019476,0.83010906
EVT-HYU-019477,0.8889402
EVT-HYU-019479,0.87840563
EVT-HYU-019481,0.88322616
EVT-HYU-019483,0.56644815
EVT-HYU-019484,0.8798568
EVT-HYU-019490,0.39642072
EVT-HYU-019493,0.8455176
EVT-HYU-019496,0.77297354
EVT-HYU-019497,0.8309281
EVT-HYU-019506,0.35489896
EVT-HYU-019507,0.8530143
EVT-HYU-019509,0.7242541
EVT-HYU-019514,0.42020634
EVT-HYU-019515,0.6975886
EVT-HYU-019516,0.9092437
EVT-HYU-019518,0.91648006
EVT-HYU-019520,0.5814052
EVT-HYU-019521,0.6897259
EVT-HYU-019522,0.8483733
EVT-HYU-019524,0.58975077
EVT-HYU-019525,0.91067636
EVT-HYU-019527,0.3629175
EVT-HYU-019528,0.5626039
EVT-HYU-019529,0.6464322
EVT-HYU-019531,0.38845587
EVT-HYU-019532,0.8331368
EVT-HYU-019534,0.3765719
EVT-HYU-019535,0.59645486
EVT-HYU-019536,0.8217175
EVT-HYU-019538,0.88415027
EVT-HYU-019540,0.5561815
EVT-HYU-019543,0.50372875
EVT-HYU-019546,0.8294725
EVT-HYU-019547,0.61238706
EVT-HYU-019548,0.6974166
EVT-HYU-019550,0.8829317
EVT-HYU-019551,0.38055384
EVT-HYU-019552,0.5002481
EVT-HYU-019553,0.9050492
EVT-HYU-019554,0.44966555
EVT-HYU-019555,0.59339005
EVT-HYU-019557,0.93715304
EVT-HYU-019559,0.48720184
EVT-HYU-019561,0.90805763
EVT-HYU-019564,0.71416897
EVT-HYU-019565,0.91238457
EVT-HYU-019566,0.62962073
EVT-HYU-019568,0.8800348
EVT-HYU-019571,0.5245766
EVT-HYU-019572,0.39927736
EVT-HYU-019573,0.62976986
EVT-HYU-019575,0.8513035
EVT-HYU-019577,0.8477536
EVT-HYU-019578,0.8796288
EVT-HYU-019579,0.88835573
EVT-HYU-019581,0.41135263
EVT-HYU-019582,0.7986329
EVT-HYU-019584,0.56646353
EVT-HYU-019585,0.4468914
EVT-HYU-019586,0.8951668
EVT-HYU-019587,0.51023585
EVT-HYU-019588,0.46507654
EVT-HYU-019590,0.5894872
EVT-HYU-019591,0.405667
EVT-HYU-019593,0.5161335
EVT-HYU-019595,0.5329863
EVT-HYU-019596,0.9193905
EVT-HYU-019598,0.7492256
EVT-HYU-019600,0.9024822
EVT-HYU-019602,0.81544554
EVT-HYU-019603,0.77853465
EVT-HYU-019604,0.6616871
EVT-HYU-019606,0.5950035
EVT-HYU-019607,0.84699947
EVT-HYU-019608,0.45059955
EVT-HYU-019609,0.5890944
EVT-HYU-019610,0.37037957
EVT-HYU-019613,0.56410205
EVT-HYU-019614,0.89545673
EVT-HYU-019615,0.50088096
EVT-HYU-019618,0.45187187
EVT-HYU-019622,0.48521727
EVT-HYU-019623,0.39926535
EVT-HYU-019625,0.53894526
EVT-HYU-019627,0.5371778
EVT-HYU-019628,0.574199
EVT-HYU-019630,0.44451848
EVT-HYU-019632,0.49789366
EVT-HYU-019634,0.41598
EVT-HYU-019635,0.55670816
EVT-HYU-019637,0.8947378
EVT-HYU-019638,0.46452516
EVT-HYU-019639,0.578092
EVT-HYU-019641,0.4457854
EVT-HYU-019643,0.6806043
EVT-HYU-019644,0.4019388
EVT-HYU-019645,0.7659408
EVT-HYU-019647,0.6636055
EVT-HYU-019650,0.871163
EVT-HYU-019652,0.43083987
EVT-HYU-019653,0.9000998
EVT-HYU-019654,0.4008139
EVT-HYU-019659,0.38873503
EVT-HYU-019660,0.5440283
EVT-HYU-019663,0.43903148
EVT-HYU-019667,0.39934984
EVT-HYU-019669,0.51939327
EVT-HYU-019671,0.48033214
EVT-HYU-019674,0.45801824
EVT-HYU-019675,0.58587605
EVT-HYU-019676,0.4440555
EVT-HYU-019678,0.8982005
EVT-HYU-019679,0.43644825
EVT-HYU-019680,0.8092547
EVT-HYU-019682,0.9121566
EVT-HYU-019683,0.65447026
EVT-HYU-019684,0.67908853
EVT-HYU-019686,0.6760036
EVT-HYU-019687,0.46562102
EVT-HYU-019689,0.41982108
EVT-HYU-019690,0.522109
EVT-HYU-019691,0.47222763
EVT-HYU-019692,0.62738305
EVT-HYU-019694,0.41289747
EVT-HYU-019695,0.76087284
EVT-HYU-019702,0.5416758
EVT-HYU-019704,0.6023371
EVT-HYU-019706,0.5347527
EVT-HYU-019707,0.61700404
EVT-HYU-019708,0.8021674
EVT-HYU-019709,0.6622887
EVT-HYU-019710,0.381076
EVT-HYU-019711,0.56057423
EVT-HYU-019713,0.47851428
EVT-HYU-019714,0.60936886
EVT-HYU-019715,0.9106879
EVT-HYU-019716,0.56090236
EVT-HYU-019717,0.90459996
EVT-HYU-019718,0.71791506
EVT-HYU-019719,0.89736074
EVT-HYU-019721,0.9141257
EVT-HYU-019722,0.8922606
EVT-HYU-019723,0.8816059
EVT-HYU-019724,0.8875472
EVT-HYU-019725,0.9190026
EVT-HYU-019726,0.69245064
EVT-HYU-019727,0.8930345
EVT-HYU-019728,0.8912919
EVT-HYU-019729,0.39631256
EVT-HYU-019731,0.908155
EVT-HYU-019732,0.9088288
EVT-HYU-019733,0.88989496
EVT-HYU-019734,0.8906921
EVT-HYU-019735,0.8642559
EVT-HYU-019736,0.7524758
EVT-HYU-019737,0.8859688
EVT-HYU-019738,0.6137688
EVT-HYU-019739,0.82021725
EVT-HYU-019740,0.8903359
EVT-HYU-019741,0.8940362
EVT-HYU-019742,0.87735623
EVT-HYU-019743,0.8311982
EVT-HYU-019744,0.7870781
EVT-HYU-019745,0.6404683
EVT-HYU-019746,0.88886476
EVT-HYU-019747,0.9039604
EVT-HYU-019748,0.79799676
EVT-HYU-019749,0.55578697
EVT-HYU-019750,0.43249115
EVT-HYU-019751,0.75345486
EVT-HYU-019752,0.89945847
EVT-HYU-019753,0.6069263
EVT-HYU-019754,0.8685318
EVT-HYU-019755,0.42939928
EVT-HYU-019756,0.9151293
EVT-HYU-019757,0.86639833
EVT-HYU-019758,0.80773324
EVT-HYU-019759,0.58771795
EVT-HYU-019760,0.9138364
EVT-HYU-019762,0.7840247
EVT-HYU-019763,0.5320106
EVT-HYU-019764,0.91827786
EVT-HYU-019765,0.8968422
EVT-HYU-019766,0.9053105
EVT-HYU-019767,0.5828761
EVT-HYU-019768,0.8093145
EVT-HYU-019769,0.7483712
EVT-HYU-019770,0.9224583
EVT-HYU-019771,0.73867804
EVT-HYU-019772,0.70974463
EVT-HYU-019773,0.6442207
EVT-HYU-019775,0.9046949
EVT-HYU-019777,0.4997287
EVT-HYU-019778,0.6468648
EVT-HYU-019781,0.46939406
EVT-HYU-019782,0.8941812
EVT-HYU-019784,0.7456013
EVT-HYU-019785,0.5109873
EVT-HYU-019787,0.4250824
EVT-HYU-019789,0.5719373
EVT-HYU-019790,0.65716976
EVT-HYU-019792,0.7560646
EVT-HYU-019793,0.6230571
EVT-HYU-019795,0.41029832
EVT-HYU-019796,0.881494
EVT-HYU-019797,0.89488184
EVT-HYU-019799,0.9200176
EVT-HYU-019800,0.63760996
EVT-HYU-019801,0.7848073
EVT-HYU-019802,0.72275084
EVT-HYU-019803,0.92898107
EVT-HYU-019805,0.89242506
EVT-HYU-019806,0.42007744
EVT-HYU-019807,0.92844397
EVT-HYU-019808,0.8881763
EVT-HYU-019809,0.9020253
EVT-HYU-019811,0.5467369
EVT-HYU-019812,0.7509133
EVT-HYU-019813,0.38600788
EVT-HYU-019814,0.5609743
EVT-HYU-019815,0.81218517
EVT-HYU-019816,0.4078565
EVT-HYU-019817,0.62124676
EVT-HYU-019818,0.51935905
EVT-HYU-019819,0.46279892
EVT-HYU-019820,0.4788883
EVT-HYU-019821,0.71392107
EVT-HYU-019825,0.5825327
EVT-HYU-019828,0.41034833
EVT-HYU-019830,0.63629717
EVT-HYU-019831,0.6674546
EVT-HYU-019832,0.69401276
EVT-HYU-019834,0.79300624
EVT-HYU-019835,0.6081387
EVT-HYU-019836,0.7863967
EVT-HYU-019838,0.8319613
EVT-HYU-019839,0.60959643
EVT-HYU-019840,0.9071702
EVT-HYU-019841,0.3925426
EVT-HYU-019842,0.7205143
EVT-HYU-019844,0.771105
EVT-HYU-019845,0.40400198
EVT-HYU-019846,0.9245112
EVT-HYU-019847,0.4924019
EVT-HYU-019848,0.904398
EVT-HYU-019850,0.9338952
EVT-HYU-019851,0.8099196
EVT-HYU-019852,0.70216346
EVT-HYU-019853,0.39560816
EVT-HYU-019854,0.37037772
EVT-HYU-019856,0.86721915
EVT-HYU-019857,0.51105785
EVT-HYU-019858,0.6962625
EVT-HYU-019859,0.62948805
EVT-HYU-019860,0.5030541
EVT-HYU-019862,0.88789696
EVT-HYU-019863,0.89674085
EVT-HYU-019865,0.9172186
EVT-HYU-019866,0.88249105
EVT-HYU-019867,0.49510583
EVT-HYU-019869,0.62078214
EVT-HYU-019870,0.56677824
EVT-HYU-019871,0.88236797
EVT-HYU-019872,0.9180579
EVT-HYU-019873,0.6271922
EVT-HYU-019874,0.8745807
EVT-HYU-019875,0.49265558
EVT-HYU-019876,0.9258291
EVT-HYU-019877,0.91384506
EVT-HYU-019878,0.48851326
EVT-HYU-019879,0.90747595
EVT-HYU-019880,0.61125225
EVT-HYU-019881,0.79360086
EVT-HYU-019882,0.89924306
EVT-HYU-019883,0.9234249
EVT-HYU-019884,0.71305954
EVT-HYU-019885,0.9178423
EVT-HYU-019886,0.78160465
EVT-HYU-019887,0.9232107
EVT-HYU-019888,0.56436414
EVT-HYU-019889,0.93424475
EVT-HYU-019890,0.9196541
EVT-HYU-019891,0.8268583
EVT-HYU-019892,0.42166904
EVT-HYU-019896,0.50127363
EVT-HYU-019897,0.8838459
EVT-HYU-019898,0.89383894
EVT-HYU-019900,0.3886812
EVT-HYU-019901,0.6257048
EVT-HYU-019902,0.8626054
EVT-HYU-019903,0.43204936
EVT-HYU-019904,0.8946853
EVT-HYU-019905,0.37741843
EVT-HYU-019906,0.79223454
EVT-HYU-019907,0.89181536
EVT-HYU-019908,0.9133435
EVT-HYU-019909,0.49991715
EVT-HYU-019910,0.3833084
EVT-HYU-019913,0.91012764
EVT-HYU-019914,0.91775423
EVT-HYU-019915,0.7133336
EVT-HYU-019918,0.91906846
EVT-HYU-019921,0.9012903
EVT-HYU-019924,0.45140845
EVT-HYU-019926,0.92053336
EVT-HYU-019927,0.5252798
EVT-HYU-019928,0.9254355
EVT-HYU-019929,0.6025615
EVT-HYU-019930,0.55288744
EVT-HYU-019932,0.92728126
EVT-HYU-019934,0.82058436
EVT-HYU-019936,0.90913934
EVT-HYU-019939,0.6872797
EVT-HYU-019940,0.8174685
EVT-HYU-019943,0.9058263
EVT-HYU-019945,0.5446973
EVT-HYU-019946,0.8625113
EVT-HYU-019948,0.38558462
EVT-HYU-019950,0.811418
EVT-HYU-019952,0.8424274
EVT-HYU-019954,0.6323044
EVT-HYU-019957,0.34260398
EVT-HYU-019959,0.39050493
EVT-HYU-019963,0.51037085
EVT-HYU-019964,0.9063498
EVT-HYU-019965,0.93916154
EVT-HYU-019966,0.89611405
EVT-HYU-019967,0.9039116
EVT-HYU-019968,0.8889752
EVT-HYU-019969,0.8953616
EVT-HYU-019970,0.9022203
EVT-HYU-019971,0.8901298
EVT-HYU-019972,0.889449
EVT-HYU-019973,0.8974145
EVT-HYU-019974,0.98627234
EVT-HYU-019975,0.882286
EVT-HYU-019976,0.89538056
EVT-HYU-019977,0.98470485
EVT-HYU-019978,0.89172864
EVT-HYU-019979,0.89806885
EVT-HYU-019980,0.8906207
EVT-HYU-019981,0.8889751
EVT-HYU-019982,0.90045017
EVT-HYU-019983,0.9891754
EVT-HYU-019984,0.8956423
EVT-HYU-019985,0.8964431
EVT-HYU-019986,0.89834297
EVT-HYU-019987,0.9851334
EVT-HYU-019988,0.98709726
EVT-HYU-019989,0.98916364
EVT-HYU-019990,0.8929572
EVT-HYU-019991,0.9881193
EVT-HYU-019992,0.9877465
EVT-HYU-019993,0.9936359
EVT-HYU-019994,0.89250046
EVT-HYU-019995,0.98968434
EVT-HYU-019996,0.8936249
EVT-HYU-019997,0.88273114
EVT-HYU-019998,0.89288586
EVT-HYU-019999,0.9014775
EVT-HYU-020000,0.888904
EVT-HYU-020001,0.9852492
EVT-HYU-020002,0.99087006
EVT-HYU-020003,0.9882862
EVT-HYU-020004,0.98815197
EVT-HYU-020005,0.99199003
EVT-HYU-020006,0.99124146
EVT-HYU-020007,0.9851231
EVT-HYU-020008,0.8957965
EVT-HYU-020009,0.991561
EVT-HYU-020010,0.8909028
EVT-HYU-020011,0.9858241
EVT-HYU-020012,0.99082583
EVT-HYU-020013,0.8949609
EVT-HYU-020014,0.9874221
EVT-HYU-020015,0.99237096
EVT-HYU-020016,0.98859894
EVT-HYU-020017,0.985386
EVT-HYU-020018,0.9863674
EVT-HYU-020019,0.8997217
EVT-HYU-020020,0.98686486
EVT-HYU-020021,0.987777
EVT-HYU-020022,0.9897349
EVT-HYU-020023,0.9890372
EVT-HYU-020024,0.8873301
EVT-HYU-020025,0.98658514
EVT-HYU-020026,0.8992756
EVT-HYU-020027,0.98443234
EVT-HYU-020028,0.8907557
EVT-HYU-020029,0.8953266
EVT-HYU-020030,0.9875144
EVT-HYU-020031,0.99137455
EVT-HYU-020032,0.99298483
EVT-HYU-020033,0.99104124
EVT-HYU-020034,0.98705345
EVT-HYU-020035,0.98817456
EVT-HYU-020036,0.98535395
EVT-HYU-020037,0.9890954
EVT-HYU-020038,0.98558354
EVT-HYU-020039,0.99188954
EVT-HYU-020040,0.98910344
EVT-HYU-020041,0.98739934
EVT-HYU-020042,0.9930674
EVT-HYU-020043,0.98873574
EVT-HYU-020044,0.99187416
EVT-HYU-020045,0.9909327
EVT-HYU-020046,0.98848265
EVT-HYU-020047,0.98859453
EVT-HYU-020048,0.8915539
EVT-HYU-020049,0.9902345
EVT-HYU-020050,0.9887234
EVT-HYU-020051,0.9889915
EVT-HYU-020052,0.9909785
EVT-HYU-020053,0.9910829
EVT-HYU-020054,0.9859607
EVT-HYU-020055,0.9907808
EVT-HYU-020056,0.99275017
EVT-HYU-020057,0.9879538
EVT-HYU-020058,0.98809475
EVT-HYU-020059,0.9902885
EVT-HYU-020060,0.9852904
EVT-HYU-020061,0.98838484
EVT-HYU-020062,0.99024487
EVT-HYU-020063,0.89018893
EVT-HYU-020064,0.9908558
EVT-HYU-020065,0.99214786
EVT-HYU-020066,0.99155045
EVT-HYU-020067,0.9873559
EVT-HYU-020068,0.9891478
EVT-HYU-020069,0.9907774
EVT-HYU-020070,0.9900241
EVT-HYU-020071,0.9905662
EVT-HYU-020072,0.9861081
EVT-HYU-020073,0.98603004
EVT-HYU-020074,0.9904827
EVT-HYU-020075,0.99262494
EVT-HYU-020076,0.9921239
EVT-HYU-020077,0.991435
EVT-HYU-020078,0.99088913
EVT-HYU-020079,0.987422
EVT-HYU-020080,0.9923719
EVT-HYU-020081,0.99036235
EVT-HYU-020082,0.9912607
EVT-HYU-020083,0.99421835
EVT-HYU-020084,0.9895195
EVT-HYU-020085,0.990022
EVT-HYU-020086,0.99030006
EVT-HYU-020087,0.9891923
EVT-HYU-020088,0.9892614
EVT-HYU-020089,0.99249774
EVT-HYU-020090,0.99396425
EVT-HYU-020091,0.9889971
EVT-HYU-020092,0.9900894
EVT-HYU-020093,0.9943699
EVT-HYU-020094,0.99104613
EVT-HYU-020095,0.99145985
EVT-HYU-020096,0.99240243
EVT-HYU-020097,0.9882528
EVT-HYU-020098,0.9825148
EVT-HYU-020099,0.9915833
EVT-HYU-020100,0.9938658
EVT-HYU-020101,0.99048996
EVT-HYU-020102,0.98792845
EVT-HYU-020103,0.9924069
EVT-HYU-020104,0.9907203
EVT-HYU-020105,0.98879415
EVT-HYU-020106,0.9905076
EVT-HYU-020107,0.9897261
EVT-HYU-020108,0.991657
EVT-HYU-020109,0.993345
EVT-HYU-020110,0.991627
EVT-HYU-020111,0.9916328
EVT-HYU-020112,0.99109226
EVT-HYU-020113,0.99015206
EVT-HYU-020114,0.98862106
EVT-HYU-020115,0.9915615
EVT-HYU-020116,0.9926444
EVT-HYU-020117,0.9890037
EVT-HYU-020118,0.99138767
EVT-HYU-020119,0.9861676
EVT-HYU-020120,0.99161303
EVT-HYU-020121,0.9866918
EVT-HYU-020122,0.9902361
EVT-HYU-020123,0.99030626
EVT-HYU-020124,0.9900727
EVT-HYU-020125,0.99134594
EVT-HYU-020126,0.8884643
EVT-HYU-020127,0.99023354
EVT-HYU-020128,0.9926923
EVT-HYU-020129,0.99073106
EVT-HYU-020130,0.9900198
EVT-HYU-020131,0.99050623
EVT-HYU-020132,0.9932429
EVT-HYU-020133,0.98837847
