window_id,vehicle_id,anomaly_score,ground_truth_label,descriptor_id,attack_type,local_alert
34674,Hyundai,0.688042,1,EVT-HYU-034674,malfunction,0
34675,Hyundai,0.787011,1,EVT-HYU-034675,malfunction,0
34677,Hyundai,0.605491,1,EVT-HYU-034677,malfunction,0
35226,Hyundai,0.751893,1,EVT-HYU-035226,malfunction,0
35230,Hyundai,0.717139,1,EVT-HYU-035230,malfunction,0
35231,Hyundai,0.737389,1,EVT-HYU-035231,malfunction,0
35232,Hyundai,0.76521,1,EVT-HYU-035232,malfunction,0
35240,Hyundai,0.666423,1,EVT-HYU-035240,malfunction,0
35244,Hyundai,0.617349,1,EVT-HYU-035244,malfunction,0
35246,Hyundai,0.655569,1,EVT-HYU-035246,malfunction,0
35247,Hyundai,0.782268,1,EVT-HYU-035247,malfunction,0
35250,Hyundai,0.672261,1,EVT-HYU-035250,malfunction,0
35254,Hyundai,0.720332,1,EVT-HYU-035254,malfunction,0
35255,Hyundai,0.788744,1,EVT-HYU-035255,malfunction,0
35256,Hyundai,0.572289,1,EVT-HYU-035256,malfunction,0
35257,Hyundai,0.57238,1,EVT-HYU-035257,malfunction,0
35260,Hyundai,0.575116,1,EVT-HYU-035260,malfunction,0
35262,Hyundai,0.710663,1,EVT-HYU-035262,malfunction,0
35263,Hyundai,0.793122,1,EVT-HYU-035263,malfunction,0
35264,Hyundai,0.567363,1,EVT-HYU-035264,malfunction,0
35266,Hyundai,0.628113,1,EVT-HYU-035266,malfunction,0
35271,Hyundai,0.638055,1,EVT-HYU-035271,malfunction,0
35272,Hyundai,0.584968,1,EVT-HYU-035272,malfunction,0
35281,Hyundai,0.675089,1,EVT-HYU-035281,malfunction,0
35288,Hyundai,0.701998,1,EVT-HYU-035288,malfunction,0
35290,Hyundai,0.714403,1,EVT-HYU-035290,malfunction,0
35293,Hyundai,0.755541,1,EVT-HYU-035293,malfunction,0
35294,Hyundai,0.565447,1,EVT-HYU-035294,malfunction,0
35299,Hyundai,0.714859,1,EVT-HYU-035299,malfunction,0
35301,Hyundai,0.620177,1,EVT-HYU-035301,malfunction,0
35302,Hyundai,0.703457,1,EVT-HYU-035302,malfunction,0
35305,Hyundai,0.779531,1,EVT-HYU-035305,malfunction,0
35308,Hyundai,0.693058,1,EVT-HYU-035308,malfunction,0
35309,Hyundai,0.71121,1,EVT-HYU-035309,malfunction,0
35312,Hyundai,0.555779,1,EVT-HYU-035312,malfunction,0
35314,Hyundai,0.74341,1,EVT-HYU-035314,malfunction,0
35318,Hyundai,0.64517,1,EVT-HYU-035318,malfunction,0
35324,Hyundai,0.650187,1,EVT-HYU-035324,malfunction,0
35325,Hyundai,0.788926,1,EVT-HYU-035325,malfunction,0
35327,Hyundai,0.713491,1,EVT-HYU-035327,malfunction,0
35331,Hyundai,0.634589,1,EVT-HYU-035331,malfunction,0
35334,Hyundai,0.644349,1,EVT-HYU-035334,malfunction,0
35338,Hyundai,0.602664,1,EVT-HYU-035338,malfunction,0
35341,Hyundai,0.735565,1,EVT-HYU-035341,malfunction,0
35342,Hyundai,0.76968,1,EVT-HYU-035342,malfunction,0
35343,Hyundai,0.686582,1,EVT-HYU-035343,malfunction,0
35346,Hyundai,0.731096,1,EVT-HYU-035346,malfunction,0
35350,Hyundai,0.750889,1,EVT-HYU-035350,malfunction,0
35351,Hyundai,0.759646,1,EVT-HYU-035351,malfunction,0
35354,Hyundai,0.732464,1,EVT-HYU-035354,malfunction,0
35355,Hyundai,0.717139,1,EVT-HYU-035355,malfunction,0
35357,Hyundai,0.751984,1,EVT-HYU-035357,malfunction,0
35358,Hyundai,0.630028,1,EVT-HYU-035358,malfunction,0
35359,Hyundai,0.659765,1,EVT-HYU-035359,malfunction,0
35360,Hyundai,0.799051,1,EVT-HYU-035360,malfunction,0
35361,Hyundai,0.757366,1,EVT-HYU-035361,malfunction,0
35364,Hyundai,0.691234,1,EVT-HYU-035364,malfunction,0
35365,Hyundai,0.685123,1,EVT-HYU-035365,malfunction,0
35369,Hyundai,0.786555,1,EVT-HYU-035369,malfunction,0
35371,Hyundai,0.603028,1,EVT-HYU-035371,malfunction,0
35372,Hyundai,0.655842,1,EVT-HYU-035372,malfunction,0
35376,Hyundai,0.640883,1,EVT-HYU-035376,malfunction,0
35377,Hyundai,0.676457,1,EVT-HYU-035377,malfunction,0
35379,Hyundai,0.560248,1,EVT-HYU-035379,malfunction,0
35390,Hyundai,0.563258,1,EVT-HYU-035390,malfunction,0
35393,Hyundai,0.65867,1,EVT-HYU-035393,malfunction,0
35394,Hyundai,0.557147,1,EVT-HYU-035394,malfunction,0
35400,Hyundai,0.787923,1,EVT-HYU-035400,malfunction,0
35401,Hyundai,0.788379,1,EVT-HYU-035401,malfunction,0
35403,Hyundai,0.570099,1,EVT-HYU-035403,malfunction,0
35408,Hyundai,0.646721,1,EVT-HYU-035408,malfunction,0
35409,Hyundai,0.790477,1,EVT-HYU-035409,malfunction,0
35410,Hyundai,0.661771,1,EVT-HYU-035410,malfunction,0
35416,Hyundai,0.700082,1,EVT-HYU-035416,malfunction,0
35422,Hyundai,0.68868,1,EVT-HYU-035422,malfunction,0
35423,Hyundai,0.793305,1,EVT-HYU-035423,malfunction,0
35424,Hyundai,0.714677,1,EVT-HYU-035424,malfunction,0
35437,Hyundai,0.691417,1,EVT-HYU-035437,malfunction,0
35440,Hyundai,0.622549,1,EVT-HYU-035440,malfunction,0
35447,Hyundai,0.663505,1,EVT-HYU-035447,malfunction,0
35450,Hyundai,0.669981,1,EVT-HYU-035450,malfunction,0
35452,Hyundai,0.675545,1,EVT-HYU-035452,malfunction,0
35455,Hyundai,0.689136,1,EVT-HYU-035455,malfunction,0
35461,Hyundai,0.660859,1,EVT-HYU-035461,malfunction,0
35466,Hyundai,0.653197,1,EVT-HYU-035466,malfunction,0
35479,Hyundai,0.660768,1,EVT-HYU-035479,malfunction,0
35481,Hyundai,0.720879,1,EVT-HYU-035481,malfunction,0
35482,Hyundai,0.660403,1,EVT-HYU-035482,malfunction,0
35483,Hyundai,0.593907,1,EVT-HYU-035483,malfunction,0
35484,Hyundai,0.765028,1,EVT-HYU-035484,malfunction,0
35485,Hyundai,0.7404,1,EVT-HYU-035485,malfunction,0
35487,Hyundai,0.553224,1,EVT-HYU-035487,malfunction,0
35488,Hyundai,0.689592,1,EVT-HYU-035488,malfunction,0
35500,Hyundai,0.745143,1,EVT-HYU-035500,malfunction,0
35501,Hyundai,0.71495,1,EVT-HYU-035501,malfunction,0
35504,Hyundai,0.692055,1,EVT-HYU-035504,malfunction,0
35510,Hyundai,0.652285,1,EVT-HYU-035510,malfunction,0
35511,Hyundai,0.685761,1,EVT-HYU-035511,malfunction,0
35515,Hyundai,0.574843,1,EVT-HYU-035515,malfunction,0
35524,Hyundai,0.560887,1,EVT-HYU-035524,malfunction,0
35526,Hyundai,0.74341,1,EVT-HYU-035526,malfunction,0
35528,Hyundai,0.657119,1,EVT-HYU-035528,malfunction,0
35530,Hyundai,0.58515,1,EVT-HYU-035530,malfunction,0
35533,Hyundai,0.556964,1,EVT-HYU-035533,malfunction,0
35538,Hyundai,0.698805,1,EVT-HYU-035538,malfunction,0
35539,Hyundai,0.730366,1,EVT-HYU-035539,malfunction,0
35543,Hyundai,0.792666,1,EVT-HYU-035543,malfunction,0
35545,Hyundai,0.673629,1,EVT-HYU-035545,malfunction,0
35547,Hyundai,0.718508,1,EVT-HYU-035547,malfunction,0
35548,Hyundai,0.769497,1,EVT-HYU-035548,malfunction,0
35551,Hyundai,0.651099,1,EVT-HYU-035551,malfunction,0
35558,Hyundai,0.66542,1,EVT-HYU-035558,malfunction,0
35563,Hyundai,0.693423,1,EVT-HYU-035563,malfunction,0
35566,Hyundai,0.748153,1,EVT-HYU-035566,malfunction,0
35571,Hyundai,0.776339,1,EVT-HYU-035571,malfunction,0
35576,Hyundai,0.618809,1,EVT-HYU-035576,malfunction,0
35581,Hyundai,0.561434,1,EVT-HYU-035581,malfunction,0
35582,Hyundai,0.749339,1,EVT-HYU-035582,malfunction,0
35583,Hyundai,0.700265,1,EVT-HYU-035583,malfunction,0
35588,Hyundai,0.637326,1,EVT-HYU-035588,malfunction,0
35589,Hyundai,0.581957,1,EVT-HYU-035589,malfunction,0
35591,Hyundai,0.68266,1,EVT-HYU-035591,malfunction,0
35593,Hyundai,0.745052,1,EVT-HYU-035593,malfunction,0
35600,Hyundai,0.681839,1,EVT-HYU-035600,malfunction,0
35602,Hyundai,0.658761,1,EVT-HYU-035602,malfunction,0
35606,Hyundai,0.710663,1,EVT-HYU-035606,malfunction,0
36159,Hyundai,0.569005,1,EVT-HYU-036159,malfunction,0
36163,Hyundai,0.642342,1,EVT-HYU-036163,malfunction,0
36165,Hyundai,0.589893,1,EVT-HYU-036165,malfunction,0
36171,Hyundai,0.615616,1,EVT-HYU-036171,malfunction,0
36174,Hyundai,0.589802,1,EVT-HYU-036174,malfunction,0
36177,Hyundai,0.757092,1,EVT-HYU-036177,malfunction,0
36178,Hyundai,0.610326,1,EVT-HYU-036178,malfunction,0
36179,Hyundai,0.661954,1,EVT-HYU-036179,malfunction,0
36183,Hyundai,0.758825,1,EVT-HYU-036183,malfunction,0
36184,Hyundai,0.648454,1,EVT-HYU-036184,malfunction,0
36189,Hyundai,0.592812,1,EVT-HYU-036189,malfunction,0
36196,Hyundai,0.675545,1,EVT-HYU-036196,malfunction,0
36199,Hyundai,0.768676,1,EVT-HYU-036199,malfunction,0
36205,Hyundai,0.64444,1,EVT-HYU-036205,malfunction,0
36207,Hyundai,0.701085,1,EVT-HYU-036207,malfunction,0
36208,Hyundai,0.683298,1,EVT-HYU-036208,malfunction,0
36210,Hyundai,0.701998,1,EVT-HYU-036210,malfunction,0
36218,Hyundai,0.559427,1,EVT-HYU-036218,malfunction,0
36221,Hyundai,0.623005,1,EVT-HYU-036221,malfunction,0
36225,Hyundai,0.770683,1,EVT-HYU-036225,malfunction,0
36230,Hyundai,0.751163,1,EVT-HYU-036230,malfunction,0
36236,Hyundai,0.680653,1,EVT-HYU-036236,malfunction,0
36239,Hyundai,0.57165,1,EVT-HYU-036239,malfunction,0
36243,Hyundai,0.787467,1,EVT-HYU-036243,malfunction,0
36247,Hyundai,0.783818,1,EVT-HYU-036247,malfunction,0
36249,Hyundai,0.768038,1,EVT-HYU-036249,malfunction,0
36250,Hyundai,0.705464,1,EVT-HYU-036250,malfunction,0
36252,Hyundai,0.700265,1,EVT-HYU-036252,malfunction,0
36256,Hyundai,0.687129,1,EVT-HYU-036256,malfunction,0
36259,Hyundai,0.618809,1,EVT-HYU-036259,malfunction,0
36260,Hyundai,0.719876,1,EVT-HYU-036260,malfunction,0
36262,Hyundai,0.790751,1,EVT-HYU-036262,malfunction,0
36264,Hyundai,0.751345,1,EVT-HYU-036264,malfunction,0
36266,Hyundai,0.683207,1,EVT-HYU-036266,malfunction,0
36271,Hyundai,0.730457,1,EVT-HYU-036271,malfunction,0
36272,Hyundai,0.637417,1,EVT-HYU-036272,malfunction,0
36273,Hyundai,0.715042,1,EVT-HYU-036273,malfunction,0
36275,Hyundai,0.697437,1,EVT-HYU-036275,malfunction,0
36276,Hyundai,0.713035,1,EVT-HYU-036276,malfunction,0
36277,Hyundai,0.750342,1,EVT-HYU-036277,malfunction,0
36278,Hyundai,0.623187,1,EVT-HYU-036278,malfunction,0
36279,Hyundai,0.709386,1,EVT-HYU-036279,malfunction,0
36281,Hyundai,0.608866,1,EVT-HYU-036281,malfunction,0
36283,Hyundai,0.557056,1,EVT-HYU-036283,malfunction,0
36285,Hyundai,0.714677,1,EVT-HYU-036285,malfunction,0
36289,Hyundai,0.687221,1,EVT-HYU-036289,malfunction,0
36293,Hyundai,0.564718,1,EVT-HYU-036293,malfunction,0
36295,Hyundai,0.727721,1,EVT-HYU-036295,malfunction,0
36301,Hyundai,0.567819,1,EVT-HYU-036301,malfunction,0
36304,Hyundai,0.627748,1,EVT-HYU-036304,malfunction,0
36307,Hyundai,0.579312,1,EVT-HYU-036307,malfunction,0
36314,Hyundai,0.606586,1,EVT-HYU-036314,malfunction,0
36318,Hyundai,0.733741,1,EVT-HYU-036318,malfunction,0
36319,Hyundai,0.614157,1,EVT-HYU-036319,malfunction,0
36322,Hyundai,0.798595,1,EVT-HYU-036322,malfunction,0
36323,Hyundai,0.660768,1,EVT-HYU-036323,malfunction,0
36326,Hyundai,0.656846,1,EVT-HYU-036326,malfunction,0
36329,Hyundai,0.763112,1,EVT-HYU-036329,malfunction,0
36332,Hyundai,0.659765,1,EVT-HYU-036332,malfunction,0
36344,Hyundai,0.607863,1,EVT-HYU-036344,malfunction,0
36345,Hyundai,0.700538,1,EVT-HYU-036345,malfunction,0
36358,Hyundai,0.605035,1,EVT-HYU-036358,malfunction,0
36363,Hyundai,0.610326,1,EVT-HYU-036363,malfunction,0
36365,Hyundai,0.707106,1,EVT-HYU-036365,malfunction,0
36368,Hyundai,0.668157,1,EVT-HYU-036368,malfunction,0
36373,Hyundai,0.742497,1,EVT-HYU-036373,malfunction,0
36379,Hyundai,0.630028,1,EVT-HYU-036379,malfunction,0
36384,Hyundai,0.757092,1,EVT-HYU-036384,malfunction,0
36386,Hyundai,0.758095,1,EVT-HYU-036386,malfunction,0
36388,Hyundai,0.703822,1,EVT-HYU-036388,malfunction,0
36389,Hyundai,0.610143,1,EVT-HYU-036389,malfunction,0
36390,Hyundai,0.779258,1,EVT-HYU-036390,malfunction,0
36397,Hyundai,0.67965,1,EVT-HYU-036397,malfunction,0
36398,Hyundai,0.775518,1,EVT-HYU-036398,malfunction,0
36401,Hyundai,0.652011,1,EVT-HYU-036401,malfunction,0
36407,Hyundai,0.650917,1,EVT-HYU-036407,malfunction,0
36408,Hyundai,0.569643,1,EVT-HYU-036408,malfunction,0
36422,Hyundai,0.695156,1,EVT-HYU-036422,malfunction,0
36429,Hyundai,0.707197,1,EVT-HYU-036429,malfunction,0
36431,Hyundai,0.716683,1,EVT-HYU-036431,malfunction,0
36437,Hyundai,0.595184,1,EVT-HYU-036437,malfunction,0
36439,Hyundai,0.690048,1,EVT-HYU-036439,malfunction,0
36440,Hyundai,0.786555,1,EVT-HYU-036440,malfunction,0
36444,Hyundai,0.570191,1,EVT-HYU-036444,malfunction,0
36445,Hyundai,0.774241,1,EVT-HYU-036445,malfunction,0
36447,Hyundai,0.561799,1,EVT-HYU-036447,malfunction,0
36452,Hyundai,0.76968,1,EVT-HYU-036452,malfunction,0
36458,Hyundai,0.728268,1,EVT-HYU-036458,malfunction,0
36467,Hyundai,0.655934,1,EVT-HYU-036467,malfunction,0
36472,Hyundai,0.798139,1,EVT-HYU-036472,malfunction,0
36474,Hyundai,0.663413,1,EVT-HYU-036474,malfunction,0
36476,Hyundai,0.697893,1,EVT-HYU-036476,malfunction,0
36478,Hyundai,0.628751,1,EVT-HYU-036478,malfunction,0
36480,Hyundai,0.617532,1,EVT-HYU-036480,malfunction,0
36481,Hyundai,0.710116,1,EVT-HYU-036481,malfunction,0
36483,Hyundai,0.627109,1,EVT-HYU-036483,malfunction,0
36491,Hyundai,0.610326,1,EVT-HYU-036491,malfunction,0
36495,Hyundai,0.79969,1,EVT-HYU-036495,malfunction,0
36497,Hyundai,0.664325,1,EVT-HYU-036497,malfunction,0
36499,Hyundai,0.732373,1,EVT-HYU-036499,malfunction,0
36500,Hyundai,0.595366,1,EVT-HYU-036500,malfunction,0
36514,Hyundai,0.765028,1,EVT-HYU-036514,malfunction,0
36515,Hyundai,0.76147,1,EVT-HYU-036515,malfunction,0
36519,Hyundai,0.665967,1,EVT-HYU-036519,malfunction,0
36522,Hyundai,0.578218,1,EVT-HYU-036522,malfunction,0
36530,Hyundai,0.645991,1,EVT-HYU-036530,malfunction,0
36532,Hyundai,0.668248,1,EVT-HYU-036532,malfunction,0
36536,Hyundai,0.550123,1,EVT-HYU-036536,malfunction,0
36538,Hyundai,0.737389,1,EVT-HYU-036538,malfunction,0
36540,Hyundai,0.59491,1,EVT-HYU-036540,malfunction,0
37089,Hyundai,0.678281,1,EVT-HYU-037089,malfunction,0
37091,Hyundai,0.575572,1,EVT-HYU-037091,malfunction,0
37094,Hyundai,0.745872,1,EVT-HYU-037094,malfunction,0
37102,Hyundai,0.640518,1,EVT-HYU-037102,malfunction,0
37103,Hyundai,0.697528,1,EVT-HYU-037103,malfunction,0
37104,Hyundai,0.6812,1,EVT-HYU-037104,malfunction,0
37105,Hyundai,0.695613,1,EVT-HYU-037105,malfunction,0
37107,Hyundai,0.737389,1,EVT-HYU-037107,malfunction,0
37112,Hyundai,0.786555,1,EVT-HYU-037112,malfunction,0
37114,Hyundai,0.612515,1,EVT-HYU-037114,malfunction,0
37126,Hyundai,0.677278,1,EVT-HYU-037126,malfunction,0
37131,Hyundai,0.594545,1,EVT-HYU-037131,malfunction,0
37134,Hyundai,0.630028,1,EVT-HYU-037134,malfunction,0
37137,Hyundai,0.628842,1,EVT-HYU-037137,malfunction,0
37138,Hyundai,0.650826,1,EVT-HYU-037138,malfunction,0
37142,Hyundai,0.634224,1,EVT-HYU-037142,malfunction,0
37145,Hyundai,0.689227,1,EVT-HYU-037145,malfunction,0
37146,Hyundai,0.708474,1,EVT-HYU-037146,malfunction,0
37149,Hyundai,0.603484,1,EVT-HYU-037149,malfunction,0
37150,Hyundai,0.582961,1,EVT-HYU-037150,malfunction,0
37151,Hyundai,0.742589,1,EVT-HYU-037151,malfunction,0
37154,Hyundai,0.560704,1,EVT-HYU-037154,malfunction,0
37156,Hyundai,0.555596,1,EVT-HYU-037156,malfunction,0
37158,Hyundai,0.638876,1,EVT-HYU-037158,malfunction,0
37160,Hyundai,0.630211,1,EVT-HYU-037160,malfunction,0
37161,Hyundai,0.601386,1,EVT-HYU-037161,malfunction,0
37164,Hyundai,0.564718,1,EVT-HYU-037164,malfunction,0
37167,Hyundai,0.660768,1,EVT-HYU-037167,malfunction,0
37168,Hyundai,0.69315,1,EVT-HYU-037168,malfunction,0
37169,Hyundai,0.68868,1,EVT-HYU-037169,malfunction,0
37173,Hyundai,0.675545,1,EVT-HYU-037173,malfunction,0
37175,Hyundai,0.55742,1,EVT-HYU-037175,malfunction,0
37179,Hyundai,0.695339,1,EVT-HYU-037179,malfunction,0
37185,Hyundai,0.604397,1,EVT-HYU-037185,malfunction,0
37198,Hyundai,0.79969,1,EVT-HYU-037198,malfunction,0
37199,Hyundai,0.633494,1,EVT-HYU-037199,malfunction,0
37201,Hyundai,0.676457,1,EVT-HYU-037201,malfunction,0
37202,Hyundai,0.667153,1,EVT-HYU-037202,malfunction,0
37203,Hyundai,0.663505,1,EVT-HYU-037203,malfunction,0
37205,Hyundai,0.687038,1,EVT-HYU-037205,malfunction,0
37206,Hyundai,0.723981,1,EVT-HYU-037206,malfunction,0
37210,Hyundai,0.730457,1,EVT-HYU-037210,malfunction,0
37214,Hyundai,0.686673,1,EVT-HYU-037214,malfunction,0
37217,Hyundai,0.735018,1,EVT-HYU-037217,malfunction,0
37232,Hyundai,0.778345,1,EVT-HYU-037232,malfunction,0
37233,Hyundai,0.607316,1,EVT-HYU-037233,malfunction,0
37234,Hyundai,0.733741,1,EVT-HYU-037234,malfunction,0
37238,Hyundai,0.732008,1,EVT-HYU-037238,malfunction,0
37245,Hyundai,0.672717,1,EVT-HYU-037245,malfunction,0
37246,Hyundai,0.689319,1,EVT-HYU-037246,malfunction,0
37247,Hyundai,0.703457,1,EVT-HYU-037247,malfunction,0
37252,Hyundai,0.797866,1,EVT-HYU-037252,malfunction,0
37255,Hyundai,0.734562,1,EVT-HYU-037255,malfunction,0
37260,Hyundai,0.601022,1,EVT-HYU-037260,malfunction,0
37264,Hyundai,0.721153,1,EVT-HYU-037264,malfunction,0
37267,Hyundai,0.613336,1,EVT-HYU-037267,malfunction,0
37269,Hyundai,0.707835,1,EVT-HYU-037269,malfunction,0
37274,Hyundai,0.61215,1,EVT-HYU-037274,malfunction,0
37275,Hyundai,0.711119,1,EVT-HYU-037275,malfunction,0
37281,Hyundai,0.572106,1,EVT-HYU-037281,malfunction,0
37282,Hyundai,0.67144,1,EVT-HYU-037282,malfunction,0
37288,Hyundai,0.660768,1,EVT-HYU-037288,malfunction,0
37292,Hyundai,0.601113,1,EVT-HYU-037292,malfunction,0
37295,Hyundai,0.699261,1,EVT-HYU-037295,malfunction,0
37298,Hyundai,0.656846,1,EVT-HYU-037298,malfunction,0
37299,Hyundai,0.75691,1,EVT-HYU-037299,malfunction,0
37301,Hyundai,0.649001,1,EVT-HYU-037301,malfunction,0
37305,Hyundai,0.716227,1,EVT-HYU-037305,malfunction,0
37306,Hyundai,0.565721,1,EVT-HYU-037306,malfunction,0
37312,Hyundai,0.760467,1,EVT-HYU-037312,malfunction,0
37313,Hyundai,0.603576,1,EVT-HYU-037313,malfunction,0
37318,Hyundai,0.61744,1,EVT-HYU-037318,malfunction,0
37319,Hyundai,0.716227,1,EVT-HYU-037319,malfunction,0
37321,Hyundai,0.561799,1,EVT-HYU-037321,malfunction,0
37325,Hyundai,0.7622,1,EVT-HYU-037325,malfunction,0
37327,Hyundai,0.767035,1,EVT-HYU-037327,malfunction,0
37330,Hyundai,0.708018,1,EVT-HYU-037330,malfunction,0
37331,Hyundai,0.785643,1,EVT-HYU-037331,malfunction,0
37337,Hyundai,0.74569,1,EVT-HYU-037337,malfunction,0
37338,Hyundai,0.702271,1,EVT-HYU-037338,malfunction,0
37339,Hyundai,0.634224,1,EVT-HYU-037339,malfunction,0
37346,Hyundai,0.643346,1,EVT-HYU-037346,malfunction,0
37351,Hyundai,0.731552,1,EVT-HYU-037351,malfunction,0
37355,Hyundai,0.710481,1,EVT-HYU-037355,malfunction,0
37356,Hyundai,0.585241,1,EVT-HYU-037356,malfunction,0
37362,Hyundai,0.716227,1,EVT-HYU-037362,malfunction,0
37363,Hyundai,0.751528,1,EVT-HYU-037363,malfunction,0
37364,Hyundai,0.662592,1,EVT-HYU-037364,malfunction,0
37369,Hyundai,0.556782,1,EVT-HYU-037369,malfunction,0
37372,Hyundai,0.600566,1,EVT-HYU-037372,malfunction,0
37376,Hyundai,0.723707,1,EVT-HYU-037376,malfunction,0
37390,Hyundai,0.666423,1,EVT-HYU-037390,malfunction,0
37392,Hyundai,0.759829,1,EVT-HYU-037392,malfunction,0
37395,Hyundai,0.668157,1,EVT-HYU-037395,malfunction,0
37398,Hyundai,0.765666,1,EVT-HYU-037398,malfunction,0
37403,Hyundai,0.799599,1,EVT-HYU-037403,malfunction,0
37404,Hyundai,0.715224,1,EVT-HYU-037404,malfunction,0
37411,Hyundai,0.638146,1,EVT-HYU-037411,malfunction,0
37413,Hyundai,0.721335,1,EVT-HYU-037413,malfunction,0
37416,Hyundai,0.602664,1,EVT-HYU-037416,malfunction,0
37418,Hyundai,0.673629,1,EVT-HYU-037418,malfunction,0
37420,Hyundai,0.553316,1,EVT-HYU-037420,malfunction,0
37422,Hyundai,0.705829,1,EVT-HYU-037422,malfunction,0
37423,Hyundai,0.699808,1,EVT-HYU-037423,malfunction,0
37426,Hyundai,0.645626,1,EVT-HYU-037426,malfunction,0
37427,Hyundai,0.78473,1,EVT-HYU-037427,malfunction,0
37431,Hyundai,0.71121,1,EVT-HYU-037431,malfunction,0
37433,Hyundai,0.745872,1,EVT-HYU-037433,malfunction,0
37438,Hyundai,0.662045,1,EVT-HYU-037438,malfunction,0
37439,Hyundai,0.647907,1,EVT-HYU-037439,malfunction,0
37441,Hyundai,0.562346,1,EVT-HYU-037441,malfunction,0
37443,Hyundai,0.728906,1,EVT-HYU-037443,malfunction,0
37446,Hyundai,0.699079,1,EVT-HYU-037446,malfunction,0
37453,Hyundai,0.624464,1,EVT-HYU-037453,malfunction,0
37455,Hyundai,0.572106,1,EVT-HYU-037455,malfunction,0
37468,Hyundai,0.71568,1,EVT-HYU-037468,malfunction,0
37472,Hyundai,0.628934,1,EVT-HYU-037472,malfunction,0
38022,Hyundai,0.601113,1,EVT-HYU-038022,malfunction,0
38023,Hyundai,0.763751,1,EVT-HYU-038023,malfunction,0
38032,Hyundai,0.672352,1,EVT-HYU-038032,malfunction,0
38036,Hyundai,0.556235,1,EVT-HYU-038036,malfunction,0
38038,Hyundai,0.565083,1,EVT-HYU-038038,malfunction,0
38040,Hyundai,0.713947,1,EVT-HYU-038040,malfunction,0
38041,Hyundai,0.615616,1,EVT-HYU-038041,malfunction,0
38043,Hyundai,0.562346,1,EVT-HYU-038043,malfunction,0
38044,Hyundai,0.731916,1,EVT-HYU-038044,malfunction,0
38045,Hyundai,0.743683,1,EVT-HYU-038045,malfunction,0
38046,Hyundai,0.688133,1,EVT-HYU-038046,malfunction,0
38054,Hyundai,0.787923,1,EVT-HYU-038054,malfunction,0
38056,Hyundai,0.701085,1,EVT-HYU-038056,malfunction,0
38057,Hyundai,0.738758,1,EVT-HYU-038057,malfunction,0
38062,Hyundai,0.630849,1,EVT-HYU-038062,malfunction,0
38068,Hyundai,0.688771,1,EVT-HYU-038068,malfunction,0
38071,Hyundai,0.68868,1,EVT-HYU-038071,malfunction,0
38075,Hyundai,0.720697,1,EVT-HYU-038075,malfunction,0
38077,Hyundai,0.588799,1,EVT-HYU-038077,malfunction,0
38079,Hyundai,0.797592,1,EVT-HYU-038079,malfunction,0
38089,Hyundai,0.767035,1,EVT-HYU-038089,malfunction,0
38093,Hyundai,0.693058,1,EVT-HYU-038093,malfunction,0
38094,Hyundai,0.579951,1,EVT-HYU-038094,malfunction,0
38096,Hyundai,0.707379,1,EVT-HYU-038096,malfunction,0
38102,Hyundai,0.607863,1,EVT-HYU-038102,malfunction,0
38105,Hyundai,0.714585,1,EVT-HYU-038105,malfunction,0
38107,Hyundai,0.771048,1,EVT-HYU-038107,malfunction,0
38114,Hyundai,0.699626,1,EVT-HYU-038114,malfunction,0
38116,Hyundai,0.579221,1,EVT-HYU-038116,malfunction,0
38120,Hyundai,0.704917,1,EVT-HYU-038120,malfunction,0
38121,Hyundai,0.788288,1,EVT-HYU-038121,malfunction,0
38122,Hyundai,0.691599,1,EVT-HYU-038122,malfunction,0
38123,Hyundai,0.736751,1,EVT-HYU-038123,malfunction,0
38127,Hyundai,0.649092,1,EVT-HYU-038127,malfunction,0
38129,Hyundai,0.774241,1,EVT-HYU-038129,malfunction,0
38131,Hyundai,0.666241,1,EVT-HYU-038131,malfunction,0
38132,Hyundai,0.601022,1,EVT-HYU-038132,malfunction,0
38134,Hyundai,0.68941,1,EVT-HYU-038134,malfunction,0
38142,Hyundai,0.644805,1,EVT-HYU-038142,malfunction,0
38143,Hyundai,0.593268,1,EVT-HYU-038143,malfunction,0
38145,Hyundai,0.733193,1,EVT-HYU-038145,malfunction,0
38146,Hyundai,0.728268,1,EVT-HYU-038146,malfunction,0
38152,Hyundai,0.609596,1,EVT-HYU-038152,malfunction,0
38157,Hyundai,0.693788,1,EVT-HYU-038157,malfunction,0
38166,Hyundai,0.614065,1,EVT-HYU-038166,malfunction,0
38172,Hyundai,0.789291,1,EVT-HYU-038172,malfunction,0
38176,Hyundai,0.644349,1,EVT-HYU-038176,malfunction,0
38181,Hyundai,0.614886,1,EVT-HYU-038181,malfunction,0
38182,Hyundai,0.714312,1,EVT-HYU-038182,malfunction,0
38187,Hyundai,0.777342,1,EVT-HYU-038187,malfunction,0
38189,Hyundai,0.676548,1,EVT-HYU-038189,malfunction,0
38199,Hyundai,0.658032,1,EVT-HYU-038199,malfunction,0
38202,Hyundai,0.666515,1,EVT-HYU-038202,malfunction,0
38206,Hyundai,0.77497,1,EVT-HYU-038206,malfunction,0
38209,Hyundai,0.552495,1,EVT-HYU-038209,malfunction,0
38210,Hyundai,0.576667,1,EVT-HYU-038210,malfunction,0
38216,Hyundai,0.646721,1,EVT-HYU-038216,malfunction,0
