event_id,vehicle_model,attack_type,anomaly_score,dbscan_cluster_id
EVT-HYU-014577,Hyundai,attack_free,0.746511,-1
EVT-HYU-014579,Hyundai,attack_free,0.703457,-1
EVT-HYU-014581,Hyundai,attack_free,0.814923,-1
EVT-HYU-014592,Hyundai,attack_free,0.669798,-1
EVT-HYU-014598,Hyundai,attack_free,0.847487,-1
EVT-HYU-014606,Hyundai,attack_free,0.649366,-1
EVT-HYU-014612,Hyundai,attack_free,0.556508,-1
EVT-HYU-014614,Hyundai,attack_free,0.907781,-1
EVT-HYU-014616,Hyundai,attack_free,0.916446,-1
EVT-HYU-014624,Hyundai,attack_free,0.605674,-1
EVT-HYU-014628,Hyundai,attack_free,0.632582,-1
EVT-HYU-014630,Hyundai,attack_free,0.619538,-1
EVT-HYU-014631,Hyundai,attack_free,0.952659,-1
EVT-HYU-014637,Hyundai,attack_free,0.603484,-1
EVT-HYU-014638,Hyundai,attack_free,0.553042,-1
EVT-HYU-014649,Hyundai,attack_free,0.667427,-1
EVT-HYU-014653,Hyundai,attack_free,0.693697,-1
EVT-HYU-014655,Hyundai,attack_free,0.673082,-1
EVT-HYU-014657,Hyundai,attack_free,0.932135,-1
EVT-HYU-014659,Hyundai,attack_free,0.943537,-1
EVT-HYU-014664,Hyundai,attack_free,0.598741,-1
EVT-HYU-014665,Hyundai,attack_free,0.868011,-1
EVT-HYU-014670,Hyundai,attack_free,0.657575,-1
EVT-HYU-014674,Hyundai,attack_free,0.927027,-1
EVT-HYU-014676,Hyundai,attack_free,0.669069,-1
EVT-HYU-014683,Hyundai,attack_free,0.647724,-1
EVT-HYU-014689,Hyundai,attack_free,0.739943,-1
EVT-HYU-014691,Hyundai,attack_free,0.706558,-1
EVT-HYU-014694,Hyundai,attack_free,0.759281,-1
EVT-HYU-014698,Hyundai,attack_free,0.845024,-1
EVT-HYU-014702,Hyundai,attack_free,0.661042,-1
EVT-HYU-014704,Hyundai,attack_free,0.876038,-1
EVT-HYU-014713,Hyundai,attack_free,0.798504,-1
EVT-HYU-014730,Hyundai,attack_free,0.776977,-1
EVT-HYU-014737,Hyundai,attack_free,0.747241,-1
EVT-HYU-014739,Hyundai,attack_free,0.877588,-1
EVT-HYU-014741,Hyundai,attack_free,0.958679,-1
EVT-HYU-014747,Hyundai,attack_free,0.859436,-1
EVT-HYU-014754,Hyundai,attack_free,0.851957,-1
EVT-HYU-014771,Hyundai,attack_free,0.55286,-1
EVT-HYU-014773,Hyundai,attack_free,0.903858,-1
EVT-HYU-014776,Hyundai,attack_free,0.741403,-1
EVT-HYU-014778,Hyundai,attack_free,0.610782,-1
EVT-HYU-014779,Hyundai,attack_free,0.628113,-1
EVT-HYU-014780,Hyundai,attack_free,0.753261,-1
EVT-HYU-014782,Hyundai,attack_free,0.853416,-1
EVT-HYU-014784,Hyundai,attack_free,0.826599,-1
EVT-HYU-014795,Hyundai,attack_free,0.706011,-1
EVT-HYU-014798,Hyundai,attack_free,0.562711,-1
EVT-HYU-014809,Hyundai,attack_free,0.651646,-1
EVT-HYU-014814,Hyundai,attack_free,0.62191,-1
EVT-HYU-014815,Hyundai,attack_free,0.555961,-1
EVT-HYU-014817,Hyundai,attack_free,0.722795,-1
EVT-HYU-014823,Hyundai,attack_free,0.719785,-1
EVT-HYU-014825,Hyundai,attack_free,0.822038,-1
EVT-HYU-014827,Hyundai,attack_free,0.778163,-1
EVT-HYU-014830,Hyundai,attack_free,0.618261,-1
EVT-HYU-014836,Hyundai,attack_free,0.98121,-1
EVT-HYU-014837,Hyundai,attack_free,0.560431,-1
EVT-HYU-014845,Hyundai,attack_free,0.633221,-1
EVT-HYU-014848,Hyundai,attack_free,0.80343,-1
EVT-HYU-014859,Hyundai,attack_free,0.58141,-1
EVT-HYU-014860,Hyundai,attack_free,0.561069,-1
EVT-HYU-014861,Hyundai,attack_free,0.568275,-1
EVT-HYU-014862,Hyundai,attack_free,0.74496,-1
EVT-HYU-014864,Hyundai,attack_free,0.672352,-1
EVT-HYU-014866,Hyundai,attack_free,0.781355,-1
EVT-HYU-014868,Hyundai,attack_free,0.884065,-1
EVT-HYU-014870,Hyundai,attack_free,0.760649,-1
EVT-HYU-014877,Hyundai,attack_free,0.908419,-1
EVT-HYU-014878,Hyundai,attack_free,0.613701,-1
EVT-HYU-014879,Hyundai,attack_free,0.821855,-1
EVT-HYU-014881,Hyundai,attack_free,0.960139,-1
EVT-HYU-014882,Hyundai,attack_free,0.557147,-1
EVT-HYU-014897,Hyundai,attack_free,0.741038,-1
EVT-HYU-014909,Hyundai,attack_free,0.809632,-1
EVT-HYU-014920,Hyundai,attack_free,0.878318,-1
EVT-HYU-014927,Hyundai,attack_free,0.633768,-1
EVT-HYU-014928,Hyundai,attack_free,0.87321,-1
EVT-HYU-014930,Hyundai,attack_free,0.835355,-1
EVT-HYU-014933,Hyundai,attack_free,0.606312,-1
EVT-HYU-014934,Hyundai,attack_free,0.791298,-1
EVT-HYU-014937,Hyundai,attack_free,0.635136,-1
EVT-HYU-014944,Hyundai,attack_free,0.618353,-1
EVT-HYU-014946,Hyundai,attack_free,0.669342,-1
EVT-HYU-014948,Hyundai,attack_free,0.794308,-1
EVT-HYU-014950,Hyundai,attack_free,0.832801,-1
EVT-HYU-014952,Hyundai,attack_free,0.704369,-1
EVT-HYU-014965,Hyundai,attack_free,0.969443,-1
EVT-HYU-014967,Hyundai,attack_free,0.941075,-1
EVT-HYU-014969,Hyundai,attack_free,0.768129,-1
EVT-HYU-014981,Hyundai,attack_free,0.799234,-1
EVT-HYU-014982,Hyundai,attack_free,0.700629,-1
EVT-HYU-014989,Hyundai,attack_free,0.695886,-1
EVT-HYU-014991,Hyundai,attack_free,0.772964,-1
EVT-HYU-014997,Hyundai,attack_free,0.864271,-1
EVT-HYU-014998,Hyundai,attack_free,0.609413,-1
EVT-HYU-015000,Hyundai,attack_free,0.877862,-1
EVT-HYU-015002,Hyundai,attack_free,0.586974,-1
EVT-HYU-015012,Hyundai,attack_free,0.607498,-1
EVT-HYU-015013,Hyundai,attack_free,0.664234,-1
EVT-HYU-015015,Hyundai,attack_free,0.550853,-1
EVT-HYU-015020,Hyundai,attack_free,0.852504,-1
EVT-HYU-015022,Hyundai,attack_free,0.892092,-1
EVT-HYU-015023,Hyundai,attack_free,0.670893,-1
EVT-HYU-015025,Hyundai,attack_free,0.594454,-1
EVT-HYU-015026,Hyundai,attack_free,0.607133,-1
EVT-HYU-015027,Hyundai,attack_free,0.936058,-1
EVT-HYU-015029,Hyundai,attack_free,0.949375,-1
EVT-HYU-015030,Hyundai,attack_free,0.877223,-1
EVT-HYU-015031,Hyundai,attack_free,0.907142,-1
EVT-HYU-015034,Hyundai,attack_free,0.892913,-1
EVT-HYU-015036,Hyundai,attack_free,0.690231,-1
EVT-HYU-015040,Hyundai,attack_free,0.561343,-1
EVT-HYU-015041,Hyundai,attack_free,0.851044,-1
EVT-HYU-015043,Hyundai,attack_free,0.712944,-1
EVT-HYU-015052,Hyundai,attack_free,0.673356,-1
EVT-HYU-015053,Hyundai,attack_free,0.871203,-1
EVT-HYU-015059,Hyundai,attack_free,0.596187,-1
EVT-HYU-015060,Hyundai,attack_free,0.670346,-1
EVT-HYU-015064,Hyundai,attack_free,0.580316,-1
EVT-HYU-015073,Hyundai,attack_free,0.708383,-1
EVT-HYU-015083,Hyundai,attack_free,0.573201,-1
EVT-HYU-015084,Hyundai,attack_free,0.695156,-1
EVT-HYU-015091,Hyundai,attack_free,0.597555,-1
EVT-HYU-015092,Hyundai,attack_free,0.676366,-1
EVT-HYU-015101,Hyundai,attack_free,0.719876,-1
EVT-HYU-015106,Hyundai,attack_free,0.771595,-1
EVT-HYU-015108,Hyundai,attack_free,0.933686,-1
EVT-HYU-015110,Hyundai,attack_free,0.8785,-1
EVT-HYU-015112,Hyundai,attack_free,0.563714,-1
EVT-HYU-015114,Hyundai,attack_free,0.63842,-1
EVT-HYU-015115,Hyundai,attack_free,0.811001,-1
EVT-HYU-015123,Hyundai,attack_free,0.713217,-1
EVT-HYU-015131,Hyundai,attack_free,0.913983,-1
EVT-HYU-015132,Hyundai,attack_free,0.658853,-1
EVT-HYU-015135,Hyundai,attack_free,0.824957,-1
EVT-HYU-015136,Hyundai,attack_free,0.621728,-1
EVT-HYU-015138,Hyundai,attack_free,0.684393,-1
EVT-HYU-015151,Hyundai,attack_free,0.818936,-1
EVT-HYU-015152,Hyundai,attack_free,0.559701,-1
EVT-HYU-015153,Hyundai,attack_free,0.688315,-1
EVT-HYU-015160,Hyundai,attack_free,0.916355,-1
EVT-HYU-015162,Hyundai,attack_free,0.674815,-1
EVT-HYU-015163,Hyundai,attack_free,0.600201,-1
EVT-HYU-015164,Hyundai,attack_free,0.693879,-1
EVT-HYU-015166,Hyundai,attack_free,0.751345,-1
EVT-HYU-015167,Hyundai,attack_free,0.62866,-1
EVT-HYU-015168,Hyundai,attack_free,0.56563,-1
EVT-HYU-015172,Hyundai,attack_free,0.970081,-1
EVT-HYU-015176,Hyundai,attack_free,0.700356,-1
EVT-HYU-015183,Hyundai,attack_free,0.606768,-1
EVT-HYU-015186,Hyundai,attack_free,0.640518,-1
EVT-HYU-015188,Hyundai,attack_free,0.928396,-1
EVT-HYU-015190,Hyundai,attack_free,0.823771,-1
EVT-HYU-015196,Hyundai,attack_free,0.555322,-1
EVT-HYU-015200,Hyundai,attack_free,0.821399,-1
EVT-HYU-015201,Hyundai,attack_free,0.710754,-1
EVT-HYU-015203,Hyundai,attack_free,0.778893,-1
EVT-HYU-015204,Hyundai,attack_free,0.555505,-1
EVT-HYU-015205,Hyundai,attack_free,0.672261,-1
EVT-HYU-015211,Hyundai,attack_free,0.83572,-1
EVT-HYU-015229,Hyundai,attack_free,0.67217,-1
EVT-HYU-015231,Hyundai,attack_free,0.869744,-1
EVT-HYU-015232,Hyundai,attack_free,0.909423,-1
EVT-HYU-015233,Hyundai,attack_free,0.628751,-1
EVT-HYU-015237,Hyundai,attack_free,0.803247,-1
EVT-HYU-015239,Hyundai,attack_free,0.804524,-1
EVT-HYU-015241,Hyundai,attack_free,0.668795,-1
EVT-HYU-015245,Hyundai,attack_free,0.960777,-1
EVT-HYU-015246,Hyundai,attack_free,0.636687,-1
EVT-HYU-015248,Hyundai,attack_free,0.586883,-1
EVT-HYU-015250,Hyundai,attack_free,0.741129,-1
EVT-HYU-015254,Hyundai,attack_free,0.888352,-1
EVT-HYU-015256,Hyundai,attack_free,0.627657,-1
EVT-HYU-015263,Hyundai,attack_free,0.733923,-1
EVT-HYU-015265,Hyundai,attack_free,0.61817,-1
EVT-HYU-015268,Hyundai,attack_free,0.783545,-1
EVT-HYU-015270,Hyundai,attack_free,0.78318,-1
EVT-HYU-015271,Hyundai,attack_free,0.73219,-1
EVT-HYU-015274,Hyundai,attack_free,0.656663,-1
EVT-HYU-015276,Hyundai,attack_free,0.637052,-1
EVT-HYU-015281,Hyundai,attack_free,0.690504,-1
EVT-HYU-015282,Hyundai,attack_free,0.674086,-1
EVT-HYU-015283,Hyundai,attack_free,0.749065,-1
EVT-HYU-015285,Hyundai,attack_free,0.854784,-1
EVT-HYU-015289,Hyundai,attack_free,0.854055,-1
EVT-HYU-015293,Hyundai,attack_free,0.870017,-1
EVT-HYU-015299,Hyundai,attack_free,0.61215,-1
EVT-HYU-015300,Hyundai,attack_free,0.703092,-1
EVT-HYU-015308,Hyundai,attack_free,0.665876,-1
EVT-HYU-015310,Hyundai,attack_free,0.983581,-1
EVT-HYU-015313,Hyundai,attack_free,0.916537,-1
EVT-HYU-015314,Hyundai,attack_free,0.656937,-1
EVT-HYU-015315,Hyundai,attack_free,0.715315,-1
EVT-HYU-015317,Hyundai,attack_free,0.582687,-1
EVT-HYU-015319,Hyundai,attack_free,0.748062,-1
EVT-HYU-015320,Hyundai,attack_free,0.750798,-1
EVT-HYU-015322,Hyundai,attack_free,0.893186,-1
EVT-HYU-015324,Hyundai,attack_free,0.862173,-1
EVT-HYU-015326,Hyundai,attack_free,0.845207,-1
EVT-HYU-015328,Hyundai,attack_free,0.881237,-1
EVT-HYU-015331,Hyundai,attack_free,0.591718,-1
EVT-HYU-015334,Hyundai,attack_free,0.73821,-1
EVT-HYU-015336,Hyundai,attack_free,0.662957,-1
EVT-HYU-015339,Hyundai,attack_free,0.675727,-1
EVT-HYU-015347,Hyundai,attack_free,0.810636,-1
EVT-HYU-015348,Hyundai,attack_free,0.630484,-1
EVT-HYU-015349,Hyundai,attack_free,0.86646,-1
EVT-HYU-015352,Hyundai,attack_free,0.785187,-1
EVT-HYU-015356,Hyundai,attack_free,0.607316,-1
EVT-HYU-015357,Hyundai,attack_free,0.622822,-1
EVT-HYU-015358,Hyundai,attack_free,0.842196,-1
EVT-HYU-015359,Hyundai,attack_free,0.571833,-1
EVT-HYU-015360,Hyundai,attack_free,0.924656,-1
EVT-HYU-015362,Hyundai,attack_free,0.616437,-1
EVT-HYU-015363,Hyundai,attack_free,0.782815,-1
EVT-HYU-015364,Hyundai,attack_free,0.80197,-1
EVT-HYU-015365,Hyundai,attack_free,0.66013,-1
EVT-HYU-015367,Hyundai,attack_free,0.818024,-1
EVT-HYU-015371,Hyundai,attack_free,0.652011,-1
EVT-HYU-015372,Hyundai,attack_free,0.639241,-1
EVT-HYU-015375,Hyundai,attack_free,0.579951,-1
EVT-HYU-015376,Hyundai,attack_free,0.575846,-1
EVT-HYU-015377,Hyundai,attack_free,0.809085,-1
EVT-HYU-015382,Hyundai,attack_free,0.633951,-1
EVT-HYU-015388,Hyundai,attack_free,0.998632,-1
EVT-HYU-015397,Hyundai,attack_free,0.672717,-1
EVT-HYU-015399,Hyundai,attack_free,0.732829,-1
EVT-HYU-015400,Hyundai,attack_free,0.66469,-1
EVT-HYU-015401,Hyundai,attack_free,0.625376,-1
EVT-HYU-015402,Hyundai,attack_free,0.608684,-1
EVT-HYU-015403,Hyundai,attack_free,0.635684,-1
EVT-HYU-015404,Hyundai,attack_free,0.714494,-1
EVT-HYU-015405,Hyundai,attack_free,0.640974,-1
EVT-HYU-015408,Hyundai,attack_free,0.670984,-1
EVT-HYU-015413,Hyundai,attack_free,0.665511,-1
EVT-HYU-015414,Hyundai,attack_free,0.710846,-1
EVT-HYU-015416,Hyundai,attack_free,0.904132,-1
EVT-HYU-015419,Hyundai,attack_free,0.645717,-1
EVT-HYU-015420,Hyundai,attack_free,0.973912,-1
EVT-HYU-015421,Hyundai,attack_free,0.634224,-1
EVT-HYU-015422,Hyundai,attack_free,0.942443,-1
EVT-HYU-015423,Hyundai,attack_free,0.779349,-1
EVT-HYU-015427,Hyundai,attack_free,0.917267,-1
EVT-HYU-015432,Hyundai,attack_free,0.686217,-1
EVT-HYU-015436,Hyundai,attack_free,0.904771,-1
EVT-HYU-015437,Hyundai,attack_free,0.57767,-1
EVT-HYU-015438,Hyundai,attack_free,0.906321,-1
EVT-HYU-015439,Hyundai,attack_free,0.937791,-1
EVT-HYU-015441,Hyundai,attack_free,0.793305,-1
EVT-HYU-015442,Hyundai,attack_free,0.925112,-1
EVT-HYU-015444,Hyundai,attack_free,0.609778,-1
EVT-HYU-015445,Hyundai,attack_free,0.6459,-1
EVT-HYU-015447,Hyundai,attack_free,0.812278,-1
EVT-HYU-015449,Hyundai,attack_free,0.679102,-1
EVT-HYU-015451,Hyundai,attack_free,0.830886,-1
EVT-HYU-015453,Hyundai,attack_free,0.570282,-1
EVT-HYU-015459,Hyundai,attack_free,0.581957,-1
EVT-HYU-015463,Hyundai,attack_free,0.916629,-1
EVT-HYU-015466,Hyundai,attack_free,0.914257,-1
EVT-HYU-015481,Hyundai,attack_free,0.902946,-1
EVT-HYU-015483,Hyundai,attack_free,0.924564,-1
EVT-HYU-015485,Hyundai,attack_free,0.806531,-1
EVT-HYU-015488,Hyundai,attack_free,0.800055,-1
EVT-HYU-015490,Hyundai,attack_free,0.603576,-1
EVT-HYU-015491,Hyundai,attack_free,0.939798,-1
EVT-HYU-015494,Hyundai,attack_free,0.866734,-1
EVT-HYU-015496,Hyundai,attack_free,0.932318,-1
EVT-HYU-015498,Hyundai,attack_free,0.929673,-1
EVT-HYU-015502,Hyundai,attack_free,0.768585,-1
EVT-HYU-015503,Hyundai,attack_free,0.923561,-1
EVT-HYU-015505,Hyundai,attack_free,0.971541,-1
EVT-HYU-015509,Hyundai,attack_free,0.550214,-1
EVT-HYU-015514,Hyundai,attack_free,0.949193,-1
EVT-HYU-015516,Hyundai,attack_free,0.953297,-1
EVT-HYU-015518,Hyundai,attack_free,0.745052,-1
EVT-HYU-015520,Hyundai,attack_free,0.735565,-1
EVT-HYU-015521,Hyundai,attack_free,0.552404,-1
EVT-HYU-015522,Hyundai,attack_free,0.683481,-1
EVT-HYU-015523,Hyundai,attack_free,0.921646,-1
EVT-HYU-015525,Hyundai,attack_free,0.621819,-1
EVT-HYU-015528,Hyundai,attack_free,0.781994,-1
EVT-HYU-015529,Hyundai,attack_free,0.573748,-1
EVT-HYU-015530,Hyundai,attack_free,0.883335,-1
EVT-HYU-015531,Hyundai,attack_free,0.891453,-1
EVT-HYU-015532,Hyundai,attack_free,0.976831,-1
EVT-HYU-015534,Hyundai,attack_free,0.664143,-1
EVT-HYU-015537,Hyundai,attack_free,0.82222,-1
EVT-HYU-015544,Hyundai,attack_free,0.770318,-1
EVT-HYU-015545,Hyundai,attack_free,0.917997,-1
EVT-HYU-015553,Hyundai,attack_free,0.68941,-1
EVT-HYU-015557,Hyundai,attack_free,0.737207,-1
EVT-HYU-015559,Hyundai,attack_free,0.586336,-1
EVT-HYU-015563,Hyundai,attack_free,0.863267,-1
EVT-HYU-015564,Hyundai,attack_free,0.668065,-1
EVT-HYU-015565,Hyundai,attack_free,0.827055,-1
EVT-HYU-015567,Hyundai,attack_free,0.566907,-1
EVT-HYU-015568,Hyundai,attack_free,0.777707,-1
EVT-HYU-015569,Hyundai,attack_free,0.682113,-1
EVT-HYU-015570,Hyundai,attack_free,0.70893,-1
EVT-HYU-015572,Hyundai,attack_free,0.9055,-1
EVT-HYU-015578,Hyundai,attack_free,0.601113,-1
EVT-HYU-015583,Hyundai,attack_free,0.603028,-1
EVT-HYU-015584,Hyundai,attack_free,0.919,-1
EVT-HYU-015589,Hyundai,attack_free,0.740217,-1
EVT-HYU-015591,Hyundai,attack_free,0.708109,-1
EVT-HYU-015595,Hyundai,attack_free,0.573383,-1
EVT-HYU-015597,Hyundai,attack_free,0.713856,-1
EVT-HYU-015600,Hyundai,attack_free,0.875855,-1
EVT-HYU-015602,Hyundai,attack_free,0.81547,-1
EVT-HYU-015604,Hyundai,attack_free,0.982943,-1
EVT-HYU-015606,Hyundai,attack_free,0.594545,-1
EVT-HYU-015607,Hyundai,attack_free,0.907872,-1
EVT-HYU-015608,Hyundai,attack_free,0.740035,-1
EVT-HYU-015611,Hyundai,attack_free,0.864544,-1
EVT-HYU-015613,Hyundai,attack_free,0.642799,-1
EVT-HYU-015615,Hyundai,attack_free,0.781629,-1
EVT-HYU-015617,Hyundai,attack_free,0.66989,-1
EVT-HYU-015619,Hyundai,attack_free,0.625924,-1
EVT-HYU-015621,Hyundai,attack_free,0.81173,-1
EVT-HYU-015622,Hyundai,attack_free,0.939341,-1
EVT-HYU-015623,Hyundai,attack_free,0.599106,-1
EVT-HYU-015624,Hyundai,attack_free,0.82149,-1
EVT-HYU-015627,Hyundai,attack_free,0.942625,-1
EVT-HYU-015629,Hyundai,attack_free,0.694792,-1
EVT-HYU-015632,Hyundai,attack_free,0.555596,-1
EVT-HYU-015635,Hyundai,attack_free,0.678099,-1
EVT-HYU-015639,Hyundai,attack_free,0.842379,-1
EVT-HYU-015643,Hyundai,attack_free,0.839095,-1
EVT-HYU-015645,Hyundai,attack_free,0.823132,-1
EVT-HYU-015646,Hyundai,attack_free,0.636049,-1
EVT-HYU-015647,Hyundai,attack_free,0.790751,-1
EVT-HYU-015648,Hyundai,attack_free,0.671988,-1
EVT-HYU-015649,Hyundai,attack_free,0.656572,-1
EVT-HYU-015650,Hyundai,attack_free,0.566177,-1
EVT-HYU-015652,Hyundai,attack_free,0.855788,-1
EVT-HYU-015654,Hyundai,attack_free,0.974186,-1
EVT-HYU-015656,Hyundai,attack_free,0.581228,-1
EVT-HYU-015664,Hyundai,attack_free,0.568549,-1
EVT-HYU-015665,Hyundai,attack_free,0.573566,-1
EVT-HYU-015668,Hyundai,attack_free,0.643528,-1
EVT-HYU-015670,Hyundai,attack_free,0.70364,-1
EVT-HYU-015671,Hyundai,attack_free,0.69917,-1
EVT-HYU-015686,Hyundai,attack_free,0.92721,-1
EVT-HYU-015688,Hyundai,attack_free,0.919091,-1
EVT-HYU-015690,Hyundai,attack_free,0.623917,-1
EVT-HYU-015691,Hyundai,attack_free,0.70145,-1
EVT-HYU-015692,Hyundai,attack_free,0.692511,-1
EVT-HYU-015693,Hyundai,attack_free,0.847122,-1
EVT-HYU-015695,Hyundai,attack_free,0.555414,-1
EVT-HYU-015697,Hyundai,attack_free,0.830338,-1
EVT-HYU-015700,Hyundai,attack_free,0.581593,-1
EVT-HYU-015705,Hyundai,attack_free,0.717231,-1
EVT-HYU-015707,Hyundai,attack_free,0.85296,-1
EVT-HYU-015709,Hyundai,attack_free,0.711484,-1
EVT-HYU-015713,Hyundai,attack_free,0.633677,-1
EVT-HYU-015724,Hyundai,attack_free,0.620907,-1
EVT-HYU-015725,Hyundai,attack_free,0.729454,-1
EVT-HYU-015729,Hyundai,attack_free,0.714768,-1
EVT-HYU-015731,Hyundai,attack_free,0.914075,-1
EVT-HYU-015732,Hyundai,attack_free,0.632856,-1
EVT-HYU-015738,Hyundai,attack_free,0.832345,-1
EVT-HYU-015739,Hyundai,attack_free,0.848764,-1
EVT-HYU-015750,Hyundai,attack_free,0.920004,-1
EVT-HYU-015762,Hyundai,attack_free,0.554593,-1
EVT-HYU-015764,Hyundai,attack_free,0.751528,-1
EVT-HYU-015766,Hyundai,attack_free,0.722065,-1
EVT-HYU-015768,Hyundai,attack_free,0.706923,-1
EVT-HYU-015770,Hyundai,attack_free,0.676822,-1
EVT-HYU-015773,Hyundai,attack_free,0.5919,-1
EVT-HYU-015775,Hyundai,attack_free,0.803886,-1
EVT-HYU-015778,Hyundai,attack_free,0.939159,-1
EVT-HYU-015781,Hyundai,attack_free,0.867646,-1
EVT-HYU-015791,Hyundai,attack_free,0.7487,-1
EVT-HYU-015794,Hyundai,attack_free,0.590897,-1
EVT-HYU-015801,Hyundai,attack_free,0.734653,-1
EVT-HYU-015803,Hyundai,attack_free,0.790386,-1
EVT-HYU-015807,Hyundai,attack_free,0.557238,-1
EVT-HYU-015809,Hyundai,attack_free,0.830065,-1
EVT-HYU-015810,Hyundai,attack_free,0.573018,-1
EVT-HYU-015811,Hyundai,attack_free,0.826051,-1
EVT-HYU-015812,Hyundai,attack_free,0.937608,-1
EVT-HYU-015813,Hyundai,attack_free,0.928578,-1
EVT-HYU-015815,Hyundai,attack_free,0.554866,-1
EVT-HYU-015816,Hyundai,attack_free,0.579403,-1
EVT-HYU-015817,Hyundai,attack_free,0.869652,-1
EVT-HYU-015820,Hyundai,attack_free,0.911612,-1
EVT-HYU-015824,Hyundai,attack_free,0.603849,-1
EVT-HYU-015825,Hyundai,attack_free,0.567637,-1
EVT-HYU-015830,Hyundai,attack_free,0.764389,-1
EVT-HYU-015844,Hyundai,attack_free,0.558241,-1
EVT-HYU-015850,Hyundai,attack_free,0.853598,-1
EVT-HYU-015852,Hyundai,attack_free,0.753079,-1
EVT-HYU-015853,Hyundai,attack_free,0.894372,-1
EVT-HYU-015854,Hyundai,attack_free,0.747697,-1
EVT-HYU-015856,Hyundai,attack_free,0.98048,-1
EVT-HYU-015859,Hyundai,attack_free,0.878865,-1
EVT-HYU-015861,Hyundai,attack_free,0.812186,-1
EVT-HYU-015863,Hyundai,attack_free,0.824136,-1
EVT-HYU-015869,Hyundai,attack_free,0.984949,-1
EVT-HYU-015870,Hyundai,attack_free,0.564991,-1
EVT-HYU-015875,Hyundai,attack_free,0.567363,-1
EVT-HYU-015885,Hyundai,attack_free,0.615525,-1
EVT-HYU-015891,Hyundai,attack_free,0.69169,-1
EVT-HYU-015892,Hyundai,attack_free,0.751163,-1
EVT-HYU-015893,Hyundai,attack_free,0.787923,-1
EVT-HYU-015894,Hyundai,attack_free,0.561981,-1
EVT-HYU-015895,Hyundai,attack_free,0.997993,-1
EVT-HYU-015897,Hyundai,attack_free,0.748427,-1
EVT-HYU-015898,Hyundai,attack_free,0.564626,-1
EVT-HYU-015899,Hyundai,attack_free,0.615707,-1
EVT-HYU-015900,Hyundai,attack_free,0.721518,-1
EVT-HYU-015902,Hyundai,attack_free,0.601478,-1
EVT-HYU-015904,Hyundai,attack_free,0.689227,-1
EVT-HYU-015906,Hyundai,attack_free,0.727082,-1
EVT-HYU-015912,Hyundai,attack_free,0.951564,-1
EVT-HYU-015914,Hyundai,attack_free,0.805254,-1
EVT-HYU-015916,Hyundai,attack_free,0.679011,-1
EVT-HYU-015920,Hyundai,attack_free,0.652285,-1
EVT-HYU-015921,Hyundai,attack_free,0.59418,-1
EVT-HYU-015924,Hyundai,attack_free,0.568822,-1
EVT-HYU-015925,Hyundai,attack_free,0.578674,-1
EVT-HYU-015926,Hyundai,attack_free,0.946091,-1
EVT-HYU-015928,Hyundai,attack_free,0.647998,-1
EVT-HYU-015930,Hyundai,attack_free,0.642616,-1
EVT-HYU-015932,Hyundai,attack_free,0.906048,-1
EVT-HYU-015934,Hyundai,attack_free,0.890815,-1
EVT-HYU-015937,Hyundai,attack_free,0.62264,-1
EVT-HYU-015938,Hyundai,attack_free,0.874396,-1
EVT-HYU-015940,Hyundai,attack_free,0.781538,-1
EVT-HYU-015943,Hyundai,attack_free,0.826872,-1
EVT-HYU-015947,Hyundai,attack_free,0.588616,-1
EVT-HYU-015957,Hyundai,attack_free,0.803065,-1
EVT-HYU-015963,Hyundai,attack_free,0.703001,-1
EVT-HYU-015969,Hyundai,attack_free,0.792484,-1
EVT-HYU-015971,Hyundai,attack_free,0.6999,-1
EVT-HYU-015972,Hyundai,attack_free,0.686035,-1
EVT-HYU-015975,Hyundai,attack_free,0.576211,-1
EVT-HYU-015977,Hyundai,attack_free,0.82897,-1
EVT-HYU-015978,Hyundai,attack_free,0.559154,-1
EVT-HYU-015981,Hyundai,attack_free,0.892821,-1
EVT-HYU-015982,Hyundai,attack_free,0.72544,-1
EVT-HYU-015984,Hyundai,attack_free,0.752349,-1
EVT-HYU-015987,Hyundai,attack_free,0.84393,-1
EVT-HYU-015988,Hyundai,attack_free,0.635957,-1
EVT-HYU-015994,Hyundai,attack_free,0.921098,-1
EVT-HYU-015997,Hyundai,attack_free,0.703275,-1
EVT-HYU-015998,Hyundai,attack_free,0.716501,-1
EVT-HYU-016000,Hyundai,attack_free,0.693058,-1
EVT-HYU-016006,Hyundai,attack_free,0.855605,-1
EVT-HYU-016008,Hyundai,attack_free,0.72471,-1
EVT-HYU-016012,Hyundai,attack_free,0.804159,-1
EVT-HYU-016016,Hyundai,attack_free,0.641248,-1
EVT-HYU-016017,Hyundai,attack_free,0.924382,-1
EVT-HYU-016018,Hyundai,attack_free,0.750433,-1
EVT-HYU-016019,Hyundai,attack_free,0.785916,-1
EVT-HYU-016022,Hyundai,attack_free,0.710572,-1
EVT-HYU-016024,Hyundai,attack_free,0.814467,-1
EVT-HYU-016025,Hyundai,attack_free,0.833349,-1
EVT-HYU-016026,Hyundai,attack_free,0.689683,-1
EVT-HYU-016028,Hyundai,attack_free,0.846301,-1
EVT-HYU-016029,Hyundai,attack_free,0.841284,-1
EVT-HYU-016031,Hyundai,attack_free,0.840737,-1
EVT-HYU-016034,Hyundai,attack_free,0.5649,-1
