window_id,vehicle_id,vehicle_model,anomaly_score,local_alert,gnn_campaign_score,cluster_id,vehicles_in_cluster,behavioral_cohesion,eval_dominant_attack_type,final_decision
4726,Chevrolet,Chevrolet,0.999635,1,0.8905,-1,0,0.0,,isolated_attack
4727,Chevrolet,Chevrolet,1.0,1,0.8694,-1,0,0.0,,isolated_attack
4728,Chevrolet,Chevrolet,1.0,1,0.872,-1,0,0.0,,isolated_attack
4729,Chevrolet,Chevrolet,1.0,1,0.8885,-1,0,0.0,,isolated_attack
4730,Chevrolet,Chevrolet,0.997442,1,0.8779,-1,0,0.0,,isolated_attack
4731,Chevrolet,Chevrolet,0.998539,1,0.8716,-1,0,0.0,,isolated_attack
4732,Chevrolet,Chevrolet,1.0,1,0.8715,-1,0,0.0,,isolated_attack
4733,Chevrolet,Chevrolet,1.0,1,0.8963,-1,0,0.0,,isolated_attack
4734,Chevrolet,Chevrolet,1.0,1,0.8815,-1,0,0.0,,isolated_attack
4735,Chevrolet,Chevrolet,1.0,1,0.8765,-1,0,0.0,,isolated_attack
4736,Chevrolet,Chevrolet,1.0,1,0.8913,-1,0,0.0,,isolated_attack
4737,Chevrolet,Chevrolet,1.0,1,0.8906,-1,0,0.0,,isolated_attack
4738,Chevrolet,Chevrolet,1.0,1,0.8624,-1,0,0.0,,isolated_attack
4739,Chevrolet,Chevrolet,0.998904,1,0.879,-1,0,0.0,,isolated_attack
4740,Chevrolet,Chevrolet,1.0,1,0.8761,-1,0,0.0,,isolated_attack
4741,Chevrolet,Chevrolet,1.0,1,0.8725,-1,0,0.0,,isolated_attack
4742,Chevrolet,Chevrolet,1.0,1,0.8916,-1,0,0.0,,isolated_attack
4743,Chevrolet,Chevrolet,1.0,1,0.8805,-1,0,0.0,,isolated_attack
4744,Chevrolet,Chevrolet,1.0,1,0.8745,-1,0,0.0,,isolated_attack
4745,Chevrolet,Chevrolet,1.0,1,0.8897,-1,0,0.0,,isolated_attack
4746,Chevrolet,Chevrolet,1.0,1,0.8832,-1,0,0.0,,isolated_attack
4747,Chevrolet,Chevrolet,1.0,1,0.8768,-1,0,0.0,,isolated_attack
4748,Chevrolet,Chevrolet,0.999635,1,0.8821,-1,0,0.0,,isolated_attack
4749,Chevrolet,Chevrolet,0.998173,1,0.8906,-1,0,0.0,,isolated_attack
4750,Chevrolet,Chevrolet,1.0,1,0.8775,-1,0,0.0,,isolated_attack
4751,Chevrolet,Chevrolet,1.0,1,0.8799,-1,0,0.0,,isolated_attack
4752,Chevrolet,Chevrolet,1.0,1,0.892,-1,0,0.0,,isolated_attack
4753,Chevrolet,Chevrolet,0.999635,1,0.8941,-1,0,0.0,,isolated_attack
4754,Chevrolet,Chevrolet,0.998539,1,0.884,-1,0,0.0,,isolated_attack
4755,Chevrolet,Chevrolet,1.0,1,0.8715,-1,0,0.0,,isolated_attack
4756,Chevrolet,Chevrolet,1.0,1,0.8835,-1,0,0.0,,isolated_attack
4757,Chevrolet,Chevrolet,0.997442,1,0.8823,-1,0,0.0,,isolated_attack
4758,Chevrolet,Chevrolet,1.0,1,0.8816,-1,0,0.0,,isolated_attack
4759,Chevrolet,Chevrolet,1.0,1,0.8815,-1,0,0.0,,isolated_attack
4760,Chevrolet,Chevrolet,1.0,1,0.8734,-1,0,0.0,,isolated_attack
4761,Chevrolet,Chevrolet,1.0,1,0.8744,-1,0,0.0,,isolated_attack
4762,Chevrolet,Chevrolet,1.0,1,0.8867,-1,0,0.0,,isolated_attack
4763,Chevrolet,Chevrolet,0.946292,1,0.7947,-1,0,0.0,,isolated_attack
4764,Chevrolet,Chevrolet,1.0,1,0.8793,-1,0,0.0,,isolated_attack
4765,Chevrolet,Chevrolet,1.0,1,0.8719,-1,0,0.0,,isolated_attack
4766,Chevrolet,Chevrolet,1.0,1,0.8973,-1,0,0.0,,isolated_attack
4767,Chevrolet,Chevrolet,1.0,1,0.8957,-1,0,0.0,,isolated_attack
4768,Chevrolet,Chevrolet,1.0,1,0.885,-1,0,0.0,,isolated_attack
4769,Chevrolet,Chevrolet,1.0,1,0.8785,-1,0,0.0,,isolated_attack
4770,Chevrolet,Chevrolet,1.0,1,0.8833,-1,0,0.0,,isolated_attack
4771,Chevrolet,Chevrolet,0.996346,1,0.8911,-1,0,0.0,,isolated_attack
4772,Chevrolet,Chevrolet,0.999635,1,0.8898,-1,0,0.0,,isolated_attack
4773,Chevrolet,Chevrolet,1.0,1,0.8699,-1,0,0.0,,isolated_attack
4774,Chevrolet,Chevrolet,1.0,1,0.878,-1,0,0.0,,isolated_attack
4775,Chevrolet,Chevrolet,1.0,1,0.9,-1,0,0.0,,isolated_attack
4776,Chevrolet,Chevrolet,1.0,1,0.8922,-1,0,0.0,,isolated_attack
4777,Chevrolet,Chevrolet,1.0,1,0.8813,-1,0,0.0,,isolated_attack
4778,Chevrolet,Chevrolet,1.0,1,0.8763,-1,0,0.0,,isolated_attack
4779,Chevrolet,Chevrolet,1.0,1,0.8971,-1,0,0.0,,isolated_attack
4780,Chevrolet,Chevrolet,1.0,1,0.8833,-1,0,0.0,,isolated_attack
4781,Chevrolet,Chevrolet,1.0,1,0.8851,-1,0,0.0,,isolated_attack
4782,Chevrolet,Chevrolet,1.0,1,0.8886,-1,0,0.0,,isolated_attack
4783,Chevrolet,Chevrolet,1.0,1,0.8892,-1,0,0.0,,isolated_attack
4784,Chevrolet,Chevrolet,1.0,1,0.8702,-1,0,0.0,,isolated_attack
4785,Chevrolet,Chevrolet,0.997808,1,0.8753,-1,0,0.0,,isolated_attack
4786,Chevrolet,Chevrolet,0.998173,1,0.8778,-1,0,0.0,,isolated_attack
4787,Chevrolet,Chevrolet,1.0,1,0.8774,-1,0,0.0,,isolated_attack
4788,Chevrolet,Chevrolet,1.0,1,0.8925,-1,0,0.0,,isolated_attack
4789,Chevrolet,Chevrolet,1.0,1,0.8953,-1,0,0.0,,isolated_attack
4790,Chevrolet,Chevrolet,1.0,1,0.8772,-1,0,0.0,,isolated_attack
4791,Chevrolet,Chevrolet,1.0,1,0.9068,-1,0,0.0,,isolated_attack
4792,Chevrolet,Chevrolet,1.0,1,0.8843,-1,0,0.0,,isolated_attack
4793,Chevrolet,Chevrolet,1.0,1,0.8799,-1,0,0.0,,isolated_attack
4794,Chevrolet,Chevrolet,0.991962,1,0.8697,-1,0,0.0,,isolated_attack
4795,Chevrolet,Chevrolet,0.998904,1,0.8885,-1,0,0.0,,isolated_attack
4796,Chevrolet,Chevrolet,1.0,1,0.8719,-1,0,0.0,,isolated_attack
4797,Chevrolet,Chevrolet,1.0,1,0.8749,-1,0,0.0,,isolated_attack
4798,Chevrolet,Chevrolet,1.0,1,0.898,-1,0,0.0,,isolated_attack
4799,Chevrolet,Chevrolet,1.0,1,0.8894,-1,0,0.0,,isolated_attack
4800,Chevrolet,Chevrolet,0.999635,1,0.8848,-1,0,0.0,,isolated_attack
4801,Chevrolet,Chevrolet,1.0,1,0.8734,-1,0,0.0,,isolated_attack
4802,Chevrolet,Chevrolet,1.0,1,0.8876,-1,0,0.0,,isolated_attack
4803,Chevrolet,Chevrolet,1.0,1,0.8858,-1,0,0.0,,isolated_attack
4804,Chevrolet,Chevrolet,1.0,1,0.8837,-1,0,0.0,,isolated_attack
4805,Chevrolet,Chevrolet,1.0,1,0.8764,-1,0,0.0,,isolated_attack
4806,Chevrolet,Chevrolet,1.0,1,0.868,-1,0,0.0,,isolated_attack
4807,Chevrolet,Chevrolet,1.0,1,0.8693,-1,0,0.0,,isolated_attack
4808,Chevrolet,Chevrolet,1.0,1,0.8905,-1,0,0.0,,isolated_attack
4809,Chevrolet,Chevrolet,0.993058,1,0.859,-1,0,0.0,,isolated_attack
4810,Chevrolet,Chevrolet,1.0,1,0.876,-1,0,0.0,,isolated_attack
4811,Chevrolet,Chevrolet,1.0,1,0.8723,-1,0,0.0,,isolated_attack
4812,Chevrolet,Chevrolet,1.0,1,0.8955,-1,0,0.0,,isolated_attack
4813,Chevrolet,Chevrolet,1.0,1,0.8811,-1,0,0.0,,isolated_attack
4814,Chevrolet,Chevrolet,1.0,1,0.8819,-1,0,0.0,,isolated_attack
4815,Chevrolet,Chevrolet,1.0,1,0.8726,-1,0,0.0,,isolated_attack
4816,Chevrolet,Chevrolet,1.0,1,0.8941,-1,0,0.0,,isolated_attack
4817,Chevrolet,Chevrolet,0.998904,1,0.8825,-1,0,0.0,,isolated_attack
4818,Chevrolet,Chevrolet,1.0,1,0.9009,-1,0,0.0,,isolated_attack
4819,Chevrolet,Chevrolet,1.0,1,0.883,-1,0,0.0,,isolated_attack
4820,Chevrolet,Chevrolet,1.0,1,0.8746,-1,0,0.0,,isolated_attack
4821,Chevrolet,Chevrolet,1.0,1,0.8965,-1,0,0.0,,isolated_attack
4822,Chevrolet,Chevrolet,1.0,1,0.8912,-1,0,0.0,,isolated_attack
4823,Chevrolet,Chevrolet,1.0,1,0.8779,-1,0,0.0,,isolated_attack
4824,Chevrolet,Chevrolet,1.0,1,0.8731,-1,0,0.0,,isolated_attack
4825,Chevrolet,Chevrolet,1.0,1,0.9018,-1,0,0.0,,isolated_attack
4826,Chevrolet,Chevrolet,1.0,1,0.8916,-1,0,0.0,,isolated_attack
4827,Chevrolet,Chevrolet,1.0,1,0.877,-1,0,0.0,,isolated_attack
4828,Chevrolet,Chevrolet,1.0,1,0.8861,-1,0,0.0,,isolated_attack
4829,Chevrolet,Chevrolet,0.996712,1,0.8692,-1,0,0.0,,isolated_attack
4830,Chevrolet,Chevrolet,1.0,1,0.8704,-1,0,0.0,,isolated_attack
4831,Chevrolet,Chevrolet,1.0,1,0.8785,-1,0,0.0,,isolated_attack
4832,Chevrolet,Chevrolet,1.0,1,0.8815,-1,0,0.0,,isolated_attack
4833,Chevrolet,Chevrolet,1.0,1,0.9022,-1,0,0.0,,isolated_attack
4834,Chevrolet,Chevrolet,1.0,1,0.9004,-1,0,0.0,,isolated_attack
4835,Chevrolet,Chevrolet,1.0,1,0.8806,-1,0,0.0,,isolated_attack
4836,Chevrolet,Chevrolet,0.99452,1,0.8707,-1,0,0.0,,isolated_attack
4837,Chevrolet,Chevrolet,0.998173,1,0.9007,-1,0,0.0,,isolated_attack
4838,Chevrolet,Chevrolet,1.0,1,0.9078,-1,0,0.0,,isolated_attack
4839,Chevrolet,Chevrolet,1.0,1,0.8752,-1,0,0.0,,isolated_attack
4840,Chevrolet,Chevrolet,0.991597,1,0.8771,-1,0,0.0,,isolated_attack
4841,Chevrolet,Chevrolet,0.996712,1,0.8859,-1,0,0.0,,isolated_attack
4842,Chevrolet,Chevrolet,1.0,1,0.8748,-1,0,0.0,,isolated_attack
4843,Chevrolet,Chevrolet,1.0,1,0.8795,-1,0,0.0,,isolated_attack
4844,Chevrolet,Chevrolet,1.0,1,0.9012,-1,0,0.0,,isolated_attack
4845,Chevrolet,Chevrolet,1.0,1,0.8882,-1,0,0.0,,isolated_attack
4846,Chevrolet,Chevrolet,1.0,1,0.8854,-1,0,0.0,,isolated_attack
4847,Chevrolet,Chevrolet,1.0,1,0.8796,-1,0,0.0,,isolated_attack
4848,Chevrolet,Chevrolet,1.0,1,0.9003,-1,0,0.0,,isolated_attack
4849,Chevrolet,Chevrolet,1.0,1,0.8892,-1,0,0.0,,isolated_attack
4850,Chevrolet,Chevrolet,1.0,1,0.8813,-1,0,0.0,,isolated_attack
4851,Chevrolet,Chevrolet,1.0,1,0.8807,-1,0,0.0,,isolated_attack
4852,Chevrolet,Chevrolet,1.0,1,0.8713,-1,0,0.0,,isolated_attack
4853,Chevrolet,Chevrolet,1.0,1,0.8708,-1,0,0.0,,isolated_attack
4854,Chevrolet,Chevrolet,1.0,1,0.8854,-1,0,0.0,,isolated_attack
4855,Chevrolet,Chevrolet,0.971502,1,0.8399,-1,0,0.0,,isolated_attack
4856,Chevrolet,Chevrolet,1.0,1,0.8778,-1,0,0.0,,isolated_attack
4857,Chevrolet,Chevrolet,1.0,1,0.8753,-1,0,0.0,,isolated_attack
4858,Chevrolet,Chevrolet,1.0,1,0.9008,-1,0,0.0,,isolated_attack
4859,Chevrolet,Chevrolet,1.0,1,0.8902,-1,0,0.0,,isolated_attack
4860,Chevrolet,Chevrolet,1.0,1,0.8868,-1,0,0.0,,isolated_attack
4861,Chevrolet,Chevrolet,1.0,1,0.8746,-1,0,0.0,,isolated_attack
4862,Chevrolet,Chevrolet,1.0,1,0.9021,-1,0,0.0,,isolated_attack
4863,Chevrolet,Chevrolet,0.998904,1,0.9014,-1,0,0.0,,isolated_attack
4864,Chevrolet,Chevrolet,0.996712,1,0.8883,-1,0,0.0,,isolated_attack
4865,Chevrolet,Chevrolet,1.0,1,0.8741,-1,0,0.0,,isolated_attack
4866,Chevrolet,Chevrolet,1.0,1,0.8725,-1,0,0.0,,isolated_attack
4867,Chevrolet,Chevrolet,0.998904,1,0.8992,-1,0,0.0,,isolated_attack
4868,Chevrolet,Chevrolet,0.99525,1,0.8829,-1,0,0.0,,isolated_attack
4869,Chevrolet,Chevrolet,1.0,1,0.8798,-1,0,0.0,,isolated_attack
4870,Chevrolet,Chevrolet,1.0,1,0.881,-1,0,0.0,,isolated_attack
4871,Chevrolet,Chevrolet,1.0,1,0.8987,-1,0,0.0,,isolated_attack
4872,Chevrolet,Chevrolet,1.0,1,0.8898,-1,0,0.0,,isolated_attack
4873,Chevrolet,Chevrolet,1.0,1,0.8827,-1,0,0.0,,isolated_attack
4874,Chevrolet,Chevrolet,1.0,1,0.8939,-1,0,0.0,,isolated_attack
4875,Chevrolet,Chevrolet,0.999635,1,0.8643,-1,0,0.0,,isolated_attack
4876,Chevrolet,Chevrolet,1.0,1,0.8709,-1,0,0.0,,isolated_attack
4877,Chevrolet,Chevrolet,0.99525,1,0.8749,-1,0,0.0,,isolated_attack
4878,Chevrolet,Chevrolet,1.0,1,0.8772,-1,0,0.0,,isolated_attack
4879,Chevrolet,Chevrolet,1.0,1,0.8872,-1,0,0.0,,isolated_attack
4880,Chevrolet,Chevrolet,1.0,1,0.8986,-1,0,0.0,,isolated_attack
4881,Chevrolet,Chevrolet,1.0,1,0.8734,-1,0,0.0,,isolated_attack
4882,Chevrolet,Chevrolet,0.994154,1,0.8667,-1,0,0.0,,isolated_attack
4883,Chevrolet,Chevrolet,1.0,1,0.8981,-1,0,0.0,,isolated_attack
4884,Chevrolet,Chevrolet,1.0,1,0.9008,-1,0,0.0,,isolated_attack
4885,Chevrolet,Chevrolet,1.0,1,0.8751,-1,0,0.0,,isolated_attack
4886,Chevrolet,Chevrolet,0.987943,1,0.8704,-1,0,0.0,,isolated_attack
4887,Chevrolet,Chevrolet,0.998539,1,0.8767,-1,0,0.0,,isolated_attack
4888,Chevrolet,Chevrolet,1.0,1,0.8809,-1,0,0.0,,isolated_attack
4889,Chevrolet,Chevrolet,1.0,1,0.8795,-1,0,0.0,,isolated_attack
4890,Chevrolet,Chevrolet,1.0,1,0.891,-1,0,0.0,,isolated_attack
4891,Chevrolet,Chevrolet,1.0,1,0.8724,-1,0,0.0,,isolated_attack
4892,Chevrolet,Chevrolet,0.999635,1,0.8851,-1,0,0.0,,isolated_attack
4893,Chevrolet,Chevrolet,1.0,1,0.8944,-1,0,0.0,,isolated_attack
4894,Chevrolet,Chevrolet,1.0,1,0.8698,-1,0,0.0,,isolated_attack
4895,Chevrolet,Chevrolet,1.0,1,0.8837,-1,0,0.0,,isolated_attack
4896,Chevrolet,Chevrolet,1.0,1,0.8808,-1,0,0.0,,isolated_attack
4897,Chevrolet,Chevrolet,1.0,1,0.8811,-1,0,0.0,,isolated_attack
4898,Chevrolet,Chevrolet,1.0,1,0.8687,-1,0,0.0,,isolated_attack
4899,Chevrolet,Chevrolet,1.0,1,0.872,-1,0,0.0,,isolated_attack
4900,Chevrolet,Chevrolet,1.0,1,0.8842,-1,0,0.0,,isolated_attack
4901,Chevrolet,Chevrolet,0.996712,1,0.8687,-1,0,0.0,,isolated_attack
4902,Chevrolet,Chevrolet,1.0,1,0.8784,-1,0,0.0,,isolated_attack
4903,Chevrolet,Chevrolet,1.0,1,0.8963,-1,0,0.0,,isolated_attack
4904,Chevrolet,Chevrolet,1.0,1,0.884,-1,0,0.0,,isolated_attack
4905,Chevrolet,Chevrolet,1.0,1,0.8693,-1,0,0.0,,isolated_attack
4906,Chevrolet,Chevrolet,1.0,1,0.8881,-1,0,0.0,,isolated_attack
4907,Chevrolet,Chevrolet,1.0,1,0.878,-1,0,0.0,,isolated_attack
4908,Chevrolet,Chevrolet,1.0,1,0.8741,-1,0,0.0,,isolated_attack
4909,Chevrolet,Chevrolet,0.99452,1,0.8838,-1,0,0.0,,isolated_attack
4910,Chevrolet,Chevrolet,0.996712,1,0.8892,-1,0,0.0,,isolated_attack
4911,Chevrolet,Chevrolet,1.0,1,0.8757,-1,0,0.0,,isolated_attack
4912,Chevrolet,Chevrolet,1.0,1,0.8718,-1,0,0.0,,isolated_attack
4913,Chevrolet,Chevrolet,1.0,1,0.8916,-1,0,0.0,,isolated_attack
4914,Chevrolet,Chevrolet,1.0,1,0.8902,-1,0,0.0,,isolated_attack
4915,Chevrolet,Chevrolet,1.0,1,0.886,-1,0,0.0,,isolated_attack
4916,Chevrolet,Chevrolet,1.0,1,0.8749,-1,0,0.0,,isolated_attack
4917,Chevrolet,Chevrolet,1.0,1,0.8989,-1,0,0.0,,isolated_attack
4918,Chevrolet,Chevrolet,1.0,1,0.8885,-1,0,0.0,,isolated_attack
4919,Chevrolet,Chevrolet,1.0,1,0.8854,-1,0,0.0,,isolated_attack
4920,Chevrolet,Chevrolet,1.0,1,0.8861,-1,0,0.0,,isolated_attack
4921,Chevrolet,Chevrolet,1.0,1,0.8705,-1,0,0.0,,isolated_attack
4922,Chevrolet,Chevrolet,1.0,1,0.8708,-1,0,0.0,,isolated_attack
4923,Chevrolet,Chevrolet,0.996712,1,0.8745,-1,0,0.0,,isolated_attack
4924,Chevrolet,Chevrolet,0.997077,1,0.8714,-1,0,0.0,,isolated_attack
4925,Chevrolet,Chevrolet,1.0,1,0.8925,-1,0,0.0,,isolated_attack
4926,Chevrolet,Chevrolet,1.0,1,0.8907,-1,0,0.0,,isolated_attack
4927,Chevrolet,Chevrolet,1.0,1,0.8704,-1,0,0.0,,isolated_attack
4928,Chevrolet,Chevrolet,1.0,1,0.8716,-1,0,0.0,,isolated_attack
4929,Chevrolet,Chevrolet,1.0,1,0.9117,-1,0,0.0,,isolated_attack
4930,Chevrolet,Chevrolet,1.0,1,0.901,-1,0,0.0,,isolated_attack
4931,Chevrolet,Chevrolet,1.0,1,0.8708,-1,0,0.0,,isolated_attack
4932,Chevrolet,Chevrolet,0.974425,1,0.8499,-1,0,0.0,,isolated_attack
4933,Chevrolet,Chevrolet,0.987578,1,0.8661,-1,0,0.0,,isolated_attack
4934,Chevrolet,Chevrolet,1.0,1,0.8722,-1,0,0.0,,isolated_attack
4935,Chevrolet,Chevrolet,1.0,1,0.893,-1,0,0.0,,isolated_attack
4936,Chevrolet,Chevrolet,1.0,1,0.877,-1,0,0.0,,isolated_attack
4937,Chevrolet,Chevrolet,1.0,1,0.8731,-1,0,0.0,,isolated_attack
4938,Chevrolet,Chevrolet,1.0,1,0.8819,-1,0,0.0,,isolated_attack
4939,Chevrolet,Chevrolet,1.0,1,0.8942,-1,0,0.0,,isolated_attack
4940,Chevrolet,Chevrolet,1.0,1,0.8707,-1,0,0.0,,isolated_attack
4941,Chevrolet,Chevrolet,1.0,1,0.8923,-1,0,0.0,,isolated_attack
4942,Chevrolet,Chevrolet,1.0,1,0.8823,-1,0,0.0,,isolated_attack
4943,Chevrolet,Chevrolet,1.0,1,0.8777,-1,0,0.0,,isolated_attack
4944,Chevrolet,Chevrolet,1.0,1,0.8705,-1,0,0.0,,isolated_attack
4945,Chevrolet,Chevrolet,1.0,1,0.8733,-1,0,0.0,,isolated_attack
4946,Chevrolet,Chevrolet,1.0,1,0.8907,-1,0,0.0,,isolated_attack
4947,Chevrolet,Chevrolet,0.993789,1,0.8884,-1,0,0.0,,isolated_attack
4948,Chevrolet,Chevrolet,1.0,1,0.8776,-1,0,0.0,,isolated_attack
4949,Chevrolet,Chevrolet,1.0,1,0.8864,-1,0,0.0,,isolated_attack
4950,Chevrolet,Chevrolet,1.0,1,0.8767,-1,0,0.0,,isolated_attack
4951,Chevrolet,Chevrolet,0.997442,1,0.8718,-1,0,0.0,,isolated_attack
4952,Chevrolet,Chevrolet,1.0,1,0.886,-1,0,0.0,,isolated_attack
4953,Chevrolet,Chevrolet,1.0,1,0.88,-1,0,0.0,,isolated_attack
4954,Chevrolet,Chevrolet,1.0,1,0.8774,-1,0,0.0,,isolated_attack
4955,Chevrolet,Chevrolet,0.998904,1,0.8722,-1,0,0.0,,isolated_attack
4956,Chevrolet,Chevrolet,0.995616,1,0.8829,-1,0,0.0,,isolated_attack
4957,Chevrolet,Chevrolet,1.0,1,0.8777,-1,0,0.0,,isolated_attack
4958,Chevrolet,Chevrolet,1.0,1,0.8732,-1,0,0.0,,isolated_attack
4959,Chevrolet,Chevrolet,0.999635,1,0.8889,-1,0,0.0,,isolated_attack
4960,Chevrolet,Chevrolet,0.999635,1,0.8901,-1,0,0.0,,isolated_attack
4961,Chevrolet,Chevrolet,1.0,1,0.8808,-1,0,0.0,,isolated_attack
4962,Chevrolet,Chevrolet,1.0,1,0.8711,-1,0,0.0,,isolated_attack
4963,Chevrolet,Chevrolet,1.0,1,0.8885,-1,0,0.0,,isolated_attack
4964,Chevrolet,Chevrolet,1.0,1,0.8824,-1,0,0.0,,isolated_attack
4965,Chevrolet,Chevrolet,1.0,1,0.8812,-1,0,0.0,,isolated_attack
4966,Chevrolet,Chevrolet,1.0,1,0.8713,-1,0,0.0,,isolated_attack
4967,Chevrolet,Chevrolet,1.0,1,0.8734,-1,0,0.0,,isolated_attack
4968,Chevrolet,Chevrolet,0.999635,1,0.8745,-1,0,0.0,,isolated_attack
4969,Chevrolet,Chevrolet,1.0,1,0.8773,-1,0,0.0,,isolated_attack
4970,Chevrolet,Chevrolet,1.0,1,0.8792,-1,0,0.0,,isolated_attack
4971,Chevrolet,Chevrolet,1.0,1,0.889,-1,0,0.0,,isolated_attack
4972,Chevrolet,Chevrolet,1.0,1,0.8921,-1,0,0.0,,isolated_attack
4973,Chevrolet,Chevrolet,1.0,1,0.8733,-1,0,0.0,,isolated_attack
4974,Chevrolet,Chevrolet,0.998904,1,0.8692,-1,0,0.0,,isolated_attack
4975,Chevrolet,Chevrolet,1.0,1,0.8997,-1,0,0.0,,isolated_attack
4976,Chevrolet,Chevrolet,1.0,1,0.9012,-1,0,0.0,,isolated_attack
4977,Chevrolet,Chevrolet,1.0,1,0.8741,-1,0,0.0,,isolated_attack
4978,Chevrolet,Chevrolet,0.996712,1,0.8734,-1,0,0.0,,isolated_attack
4979,Chevrolet,Chevrolet,0.986116,1,0.8723,-1,0,0.0,,isolated_attack
4980,Chevrolet,Chevrolet,1.0,1,0.8741,-1,0,0.0,,isolated_attack
4981,Chevrolet,Chevrolet,1.0,1,0.8826,-1,0,0.0,,isolated_attack
4982,Chevrolet,Chevrolet,1.0,1,0.8737,-1,0,0.0,,isolated_attack
4983,Chevrolet,Chevrolet,0.998904,1,0.8735,-1,0,0.0,,isolated_attack
4984,Chevrolet,Chevrolet,0.996712,1,0.8986,-1,0,0.0,,isolated_attack
4985,Chevrolet,Chevrolet,1.0,1,0.8918,-1,0,0.0,,isolated_attack
4986,Chevrolet,Chevrolet,1.0,1,0.8713,-1,0,0.0,,isolated_attack
4987,Chevrolet,Chevrolet,1.0,1,0.8856,-1,0,0.0,,isolated_attack
4988,Chevrolet,Chevrolet,1.0,1,0.8745,-1,0,0.0,,isolated_attack
4989,Chevrolet,Chevrolet,1.0,1,0.8768,-1,0,0.0,,isolated_attack
4990,Chevrolet,Chevrolet,1.0,1,0.8706,-1,0,0.0,,isolated_attack
4991,Chevrolet,Chevrolet,0.998904,1,0.8806,-1,0,0.0,,isolated_attack
4992,Chevrolet,Chevrolet,1.0,1,0.8902,-1,0,0.0,,isolated_attack
4993,Chevrolet,Chevrolet,1.0,1,0.8864,-1,0,0.0,,isolated_attack
4994,Chevrolet,Chevrolet,1.0,1,0.8786,-1,0,0.0,,isolated_attack
4995,Chevrolet,Chevrolet,1.0,1,0.8796,-1,0,0.0,,isolated_attack
4996,Chevrolet,Chevrolet,1.0,1,0.8682,-1,0,0.0,,isolated_attack
4997,Chevrolet,Chevrolet,0.99525,1,0.8719,-1,0,0.0,,isolated_attack
4998,Chevrolet,Chevrolet,1.0,1,0.9006,-1,0,0.0,,isolated_attack
4999,Chevrolet,Chevrolet,1.0,1,0.8936,-1,0,0.0,,isolated_attack
5000,Chevrolet,Chevrolet,1.0,1,0.8804,-1,0,0.0,,isolated_attack
5001,Chevrolet,Chevrolet,0.991231,1,0.8717,-1,0,0.0,,isolated_attack
5002,Chevrolet,Chevrolet,0.977713,1,0.8686,-1,0,0.0,,isolated_attack
5003,Chevrolet,Chevrolet,1.0,1,0.8728,-1,0,0.0,,isolated_attack
5004,Chevrolet,Chevrolet,1.0,1,0.8723,-1,0,0.0,,isolated_attack
5005,Chevrolet,Chevrolet,1.0,1,0.891,-1,0,0.0,,isolated_attack
5006,Chevrolet,Chevrolet,0.997077,1,0.8816,-1,0,0.0,,isolated_attack
5007,Chevrolet,Chevrolet,1.0,1,0.8781,-1,0,0.0,,isolated_attack
5008,Chevrolet,Chevrolet,1.0,1,0.8719,-1,0,0.0,,isolated_attack
5009,Chevrolet,Chevrolet,1.0,1,0.883,-1,0,0.0,,isolated_attack
5010,Chevrolet,Chevrolet,1.0,1,0.883,-1,0,0.0,,isolated_attack
5011,Chevrolet,Chevrolet,1.0,1,0.8794,-1,0,0.0,,isolated_attack
5012,Chevrolet,Chevrolet,1.0,1,0.8766,-1,0,0.0,,isolated_attack
5013,Chevrolet,Chevrolet,1.0,1,0.8703,-1,0,0.0,,isolated_attack
5014,Chevrolet,Chevrolet,0.987943,1,0.8691,-1,0,0.0,,isolated_attack
5015,Chevrolet,Chevrolet,0.999635,1,0.8784,-1,0,0.0,,isolated_attack
5016,Chevrolet,Chevrolet,1.0,1,0.8891,-1,0,0.0,,isolated_attack
5017,Chevrolet,Chevrolet,1.0,1,0.8815,-1,0,0.0,,isolated_attack
5018,Chevrolet,Chevrolet,1.0,1,0.8889,-1,0,0.0,,isolated_attack
5019,Chevrolet,Chevrolet,1.0,1,0.8718,-1,0,0.0,,isolated_attack
5020,Chevrolet,Chevrolet,1.0,1,0.8727,-1,0,0.0,,isolated_attack
5021,Chevrolet,Chevrolet,1.0,1,0.8893,-1,0,0.0,,isolated_attack
5022,Chevrolet,Chevrolet,1.0,1,0.8897,-1,0,0.0,,isolated_attack
5023,Chevrolet,Chevrolet,1.0,1,0.8708,-1,0,0.0,,isolated_attack
5024,Chevrolet,Chevrolet,0.997077,1,0.8722,-1,0,0.0,,isolated_attack
5025,Chevrolet,Chevrolet,0.98027,1,0.8655,-1,0,0.0,,isolated_attack
5026,Chevrolet,Chevrolet,1.0,1,0.8885,-1,0,0.0,,isolated_attack
5027,Chevrolet,Chevrolet,1.0,1,0.8868,-1,0,0.0,,isolated_attack
5028,Chevrolet,Chevrolet,1.0,1,0.8706,-1,0,0.0,,isolated_attack
5029,Chevrolet,Chevrolet,0.994154,1,0.8682,-1,0,0.0,,isolated_attack
5030,Chevrolet,Chevrolet,0.998173,1,0.8937,-1,0,0.0,,isolated_attack
5031,Chevrolet,Chevrolet,1.0,1,0.8911,-1,0,0.0,,isolated_attack
5032,Chevrolet,Chevrolet,1.0,1,0.8704,-1,0,0.0,,isolated_attack
5033,Chevrolet,Chevrolet,1.0,1,0.8811,-1,0,0.0,,isolated_attack
