file_name,artifact_type,topic,recommended_use,source_path,overleaf_folder,caption_suggestion,include_in_main_paper
local_f1_vs_threshold.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/local_f1_vs_threshold.pdf,figures_pdf,local f1 vs threshold,SUPPLEMENT
local_f1_vs_threshold.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/local_f1_vs_threshold.png,figures_png,local f1 vs threshold,SUPPLEMENT
fpr_tpr_vs_threshold.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/fpr_tpr_vs_threshold.pdf,figures_pdf,fpr tpr vs threshold,SUPPLEMENT
fpr_tpr_vs_threshold.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/fpr_tpr_vs_threshold.png,figures_png,fpr tpr vs threshold,SUPPLEMENT
unrelated_merge_vs_edge_threshold.pdf,figure_pdf,diagnostic,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/unrelated_merge_vs_edge_threshold.pdf,figures_pdf,unrelated merge vs edge threshold,NO
unrelated_merge_vs_edge_threshold.png,figure_png,diagnostic,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/unrelated_merge_vs_edge_threshold.png,figures_png,unrelated merge vs edge threshold,NO
campaign_f1_vs_graph_edge_count.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/campaign_f1_vs_graph_edge_count.pdf,figures_pdf,campaign f1 vs graph edge count,SUPPLEMENT
campaign_f1_vs_graph_edge_count.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/campaign_f1_vs_graph_edge_count.png,figures_png,campaign f1 vs graph edge count,SUPPLEMENT
incorrect_merge_vs_graph_edge_count.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/incorrect_merge_vs_graph_edge_count.pdf,figures_pdf,incorrect merge vs graph edge count,SUPPLEMENT
incorrect_merge_vs_graph_edge_count.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/figures/incorrect_merge_vs_graph_edge_count.png,figures_png,incorrect merge vs graph edge count,SUPPLEMENT
CTT_F1_AND_MERGE_DIAGNOSTIC_SUMMARY.md,report,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/diagnostics_ctt_f1_merge/CTT_F1_AND_MERGE_DIAGNOSTIC_SUMMARY.md,reports,CTT F1 AND MERGE DIAGNOSTIC SUMMARY,SUPPLEMENT
CORR_EFF1_ocslab_vs_ctt_campaign_correlation.tex,table_tex,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF1_ocslab_vs_ctt_campaign_correlation.tex,tables_tex,Fleet-correlation outcomes: OCSLab vs corrected CTT across scenario types.,YES
CORR_EFF1_ocslab_vs_ctt_campaign_correlation.csv,table_csv,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF1_ocslab_vs_ctt_campaign_correlation.csv,tables_csv,Fleet-correlation outcomes: OCSLab vs corrected CTT across scenario types.,YES
CORR_EFF1_ocslab_vs_ctt_campaign_correlation.md,table_md,fleet_correlation,Reference only,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF1_ocslab_vs_ctt_campaign_correlation.md,tables_md,Fleet-correlation outcomes: OCSLab vs corrected CTT across scenario types.,NO
CORR_EFF2_local_vs_fleet_correlation.tex,table_tex,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF2_local_vs_fleet_correlation.tex,tables_tex,CORR EFF2 local vs fleet correlation,SUPPLEMENT
CORR_EFF2_local_vs_fleet_correlation.csv,table_csv,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF2_local_vs_fleet_correlation.csv,tables_csv,CORR EFF2 local vs fleet correlation,SUPPLEMENT
CORR_EFF2_local_vs_fleet_correlation.md,table_md,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF2_local_vs_fleet_correlation.md,tables_md,CORR EFF2 local vs fleet correlation,SUPPLEMENT
CORR_EFF3_consistency_rule_ablation.tex,table_tex,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF3_consistency_rule_ablation.tex,tables_tex,CORR EFF3 consistency rule ablation,SUPPLEMENT
CORR_EFF3_consistency_rule_ablation.csv,table_csv,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF3_consistency_rule_ablation.csv,tables_csv,CORR EFF3 consistency rule ablation,SUPPLEMENT
CORR_EFF3_consistency_rule_ablation.md,table_md,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/tables/CORR_EFF3_consistency_rule_ablation.md,tables_md,CORR EFF3 consistency rule ablation,SUPPLEMENT
figure_CORR_EFF1_ocslab_vs_ctt_fleet_correlation.pdf,figure_pdf,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF1_ocslab_vs_ctt_fleet_correlation.pdf,figures_pdf,Fleet-correlation comparison: OCSLab vs corrected CTT (200-node graphs).,YES
figure_CORR_EFF1_ocslab_vs_ctt_fleet_correlation.png,figure_png,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF1_ocslab_vs_ctt_fleet_correlation.png,figures_png,Fleet-correlation comparison: OCSLab vs corrected CTT (200-node graphs).,YES
figure_CORR_EFF2_fleet_correlation_gain.pdf,figure_pdf,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF2_fleet_correlation_gain.pdf,figures_pdf,Local incident detection vs fleet campaign decision (CTT corrected).,SUPPLEMENT
figure_CORR_EFF2_fleet_correlation_gain.png,figure_png,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF2_fleet_correlation_gain.png,figures_png,Local incident detection vs fleet campaign decision (CTT corrected).,SUPPLEMENT
figure_CORR_EFF3_consistency_rule_ablation.pdf,figure_pdf,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF3_consistency_rule_ablation.pdf,figures_pdf,Campaign consistency rule ablation: unrelated merge 1.0 to 0.0.,SUPPLEMENT
figure_CORR_EFF3_consistency_rule_ablation.png,figure_png,fleet_correlation,Supplement,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF3_consistency_rule_ablation.png,figures_png,Campaign consistency rule ablation: unrelated merge 1.0 to 0.0.,SUPPLEMENT
figure_CORR_EFF4_campaign_detection_only.pdf,figure_pdf,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF4_campaign_detection_only.pdf,figures_pdf,Campaign detection F1 for strong and weak scenarios (OCSLab vs CTT).,YES
figure_CORR_EFF4_campaign_detection_only.png,figure_png,fleet_correlation,Main paper,new_experiments/correlation_detection_effectiveness_comparison/figures/figure_CORR_EFF4_campaign_detection_only.png,figures_png,Campaign detection F1 for strong and weak scenarios (OCSLab vs CTT).,YES
CORRELATION_DETECTION_EFFECTIVENESS_PAPER_WORDING.md,report,ctt_corrected,Supplement,new_experiments/correlation_detection_effectiveness_comparison/CORRELATION_DETECTION_EFFECTIVENESS_PAPER_WORDING.md,reports,CORRELATION DETECTION EFFECTIVENESS PAPER WORDING,SUPPLEMENT
CORRELATION_DETECTION_EFFECTIVENESS_SUMMARY.md,report,ctt_corrected,Supplement,new_experiments/correlation_detection_effectiveness_comparison/CORRELATION_DETECTION_EFFECTIVENESS_SUMMARY.md,reports,CORRELATION DETECTION EFFECTIVENESS SUMMARY,SUPPLEMENT
