event_id,vehicle_model,attack_type,algorithm,cluster_id,n_vehicles_in_cluster,mean_behavioural_similarity,final_classification
EVT-CHV-005114,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005115,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005116,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005117,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005118,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005119,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005120,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005121,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005122,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005123,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005124,Chevrolet,fuzzy,dbscan,2,1,0.997959,Isolated anomaly
EVT-CHV-005125,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005126,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005127,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005128,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005129,Chevrolet,fuzzy,dbscan,2,1,0.997959,Isolated anomaly
EVT-CHV-005130,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005131,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005132,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005133,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005134,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005135,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005136,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005137,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005138,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005139,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005140,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005141,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005142,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005143,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005144,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005145,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005146,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005147,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005148,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005149,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005150,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005151,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005152,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005153,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005154,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005155,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005156,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005157,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005158,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005159,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005160,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005161,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005162,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005163,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005164,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005165,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005166,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005167,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005168,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005169,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005170,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005171,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005172,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005173,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005174,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005175,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005176,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005177,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005178,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005179,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005180,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005181,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005182,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005183,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005184,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005185,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005186,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005187,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005188,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005189,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005190,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005191,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005192,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005193,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005194,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005195,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005196,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005197,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005198,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005199,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005200,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005201,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005202,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005203,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005204,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005205,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005206,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005207,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005208,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005209,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005210,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005211,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005212,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005213,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005214,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005215,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005216,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005217,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005218,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005219,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005220,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005221,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005222,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005223,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005224,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005225,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005226,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005227,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005228,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005229,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005230,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005231,Chevrolet,fuzzy,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005232,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005233,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005234,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005235,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005236,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005237,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005238,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005239,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005240,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005241,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005242,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005243,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005244,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005245,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005246,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005247,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005248,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005249,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005250,Chevrolet,fuzzy,dbscan,2,1,0.997959,Isolated anomaly
EVT-CHV-005251,Chevrolet,fuzzy,dbscan,2,1,0.997959,Isolated anomaly
EVT-CHV-005252,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005253,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005254,Chevrolet,fuzzy,kmeans,10,3,0.99431,Fleet-level coordinated behavioural pattern
EVT-CHV-005255,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005256,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005257,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005258,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005259,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005260,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005261,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005262,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005263,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005264,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005265,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005266,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005267,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005268,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005269,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005270,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005271,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005272,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005273,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005274,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005275,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005276,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005277,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005278,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005279,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005280,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005281,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005282,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005283,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005284,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005285,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005286,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005287,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005288,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005289,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005290,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005291,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005292,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005293,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005294,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005295,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005296,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005297,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005298,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005299,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005300,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005301,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005302,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005303,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005304,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005305,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005306,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005307,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005308,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005309,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005310,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005311,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005312,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005313,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005314,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005315,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005316,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005317,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005318,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005319,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005320,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005321,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005322,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005323,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005324,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005325,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005326,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005327,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005328,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005329,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005330,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005331,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005332,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005333,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005334,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005335,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005336,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005337,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005338,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005339,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005340,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005341,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005342,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005343,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005344,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005345,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005346,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005347,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005348,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005349,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005350,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005351,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005352,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005353,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005354,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005355,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005356,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005357,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005358,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005359,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005360,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005361,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005362,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005363,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005364,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005365,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005366,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005367,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005368,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005369,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005370,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005371,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005372,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005373,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005374,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005375,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005376,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005377,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005378,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005379,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005380,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005381,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005382,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005383,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005384,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005385,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005386,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005387,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005388,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005389,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005390,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
EVT-CHV-005391,Chevrolet,malfunction,kmeans,4,1,0.99381,Isolated anomaly
