node_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy
EVT-CHE-00000152,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,13.698532873356596,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.775056453344128,0.04999999994999993,0.5,0.5,21.21888469420867,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.951556840723285,11.92172067951314,13.045612321814698,13.99004403235671,15.011096403726246,15.97361944720047,16.895650557936587,17.932959869184447,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.901862357383571,-1935.5041643743082
EVT-CHE-00000153,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.6018262796564,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,8.78101100178548,0.04999999994999993,0.5,0.5,20.666414647718895,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.923415211102414,11.970383815979185,12.978126320732017,13.985659950366367,14.993040146295481,15.965136674739272,16.96797806783627,17.995993109202566,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.403783013145922,-1973.7762034044645
EVT-CHE-00000154,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,11.102290243519803,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.38759636664212,0.04999999994999993,0.5,0.5,22.92071102145855,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.006901885443959,12.004677402252502,12.96380801312131,14.047945298049415,14.945400012779693,15.915659687773708,16.94778774919795,18.027487927724202,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.38271715248635,-1928.6714403126032
EVT-CHE-00000155,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,11.932648671408828,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,10.744884529440933,0.04999999994999993,0.5,0.5,21.042704503208622,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.920684348353111,11.985026757549646,13.085642880332733,13.953461424386797,14.930966740602631,16.02206629270699,17.061753346183036,18.047249930206807,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.061449670418439,-1993.476933174427
EVT-CHE-00000156,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.691044101107748,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.695519347270379,0.04999999994999993,0.5,0.5,21.41038612701141,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.05512418514666,12.103854283157796,12.991033025620503,14.061384109621885,14.97922186234688,16.02586995785891,16.949759903115513,17.958218268095443,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.728896124224313,-1873.860398006185
EVT-CHE-00000157,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.573667198061656,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,8.66833604147033,0.04999999994999993,0.5,0.5,22.00721556298056,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.968886998262631,12.000291944603639,12.992241624711058,13.979748252156355,15.002965919836367,16.050380213566484,17.151679274105746,17.93707628018515,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.193144734691915,-1977.0793466448456
EVT-CHE-00000158,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.801947644619474,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.351442602020143,0.04999999994999993,0.5,0.5,20.095044738915686,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.010736837277776,11.952486249490875,12.992512869850998,14.058407257376581,14.895373744212156,16.008803563853434,17.018757936434657,17.948553158042294,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.92748913804857,-1937.7848196432446
EVT-CHE-00000159,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,10.742386734367747,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.850718635631004,0.04999999994999993,0.5,0.5,20.69449520468232,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.057023128445774,11.931054351403368,13.028577122370146,13.984743507773135,14.943602362030093,15.987543028439148,16.97895692051163,18.037360498733953,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.378166416711501,-1939.7240233744828
EVT-CHE-00000160,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,10.272948407719168,1,0,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.333318581333796,0.04999999994999993,0.5,0.5,20.581031703732524,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.075055327609387,11.940500177080906,13.049325813764684,13.908553503687488,15.013540823715752,15.989502049571975,17.0151582470723,17.961085102607665,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0,1,9.481743578189102,-1920.6937621582792
EVT-CHE-00000161,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,11.270343643543054,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,8.049071030103761,0.04999999994999993,0.5,0.5,22.452226094191925,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.006708220662626,11.952794457300685,13.040951709007187,13.958665030548126,14.958936182081963,15.935196279780907,17.054680182826903,18.0938963653938,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.7969074973836445,-1977.7404551151185
EVT-CHE-00000162,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,11.65164276158359,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.777973029200265,0.04999999994999993,0.5,0.5,22.087335264937582,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.101389686875772,11.87568322824582,13.002599409629173,14.027772962325828,14.921488374187101,16.01583301366571,17.005273030151148,18.031547553283474,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.121603451382448,-1946.3165170292825
EVT-CHE-00000163,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,11.885905310028125,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,9.892760519206863,0.04999999994999993,0.5,0.5,20.3987223944424,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.025596283549122,12.003196204630965,12.976428261518866,13.924481672314014,15.077648171320694,16.05069320434455,17.039229799670544,17.962011648415615,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.648556311835845,-1947.1542657440468
EVT-CHE-00000164,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,10.643189543856721,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,11.077072234814707,0.04999999994999993,0.5,0.5,21.83065130916347,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.952658336921505,11.997581910815128,13.002353334213005,13.985312782969947,14.948144335337474,16.058091666413333,17.024849540614124,17.98555691969721,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.351120047384864,-1969.0499301412656
EVT-CHE-00000165,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.102584874249931,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,8.947306907901327,0.04999999994999993,0.5,0.5,21.041408514967028,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.038965958681683,11.9771264939747,13.051079436962727,14.002721718550486,14.958524725301874,15.856152927525038,16.937107368598742,17.921335750917077,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.062625236711737,-1875.5500102498197
EVT-CHE-00000166,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,12.646619297115512,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,19.295280148377625,0.09999999989999991,0.5,0.5,43.77555361303636,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.995409490301995,13.938161935385978,16.11373943255087,18.011723581620636,19.983008582374058,21.983097262232558,23.928643867777666,26.02807541113365,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.185834120503724,-4566.647386194821
EVT-CHE-00000167,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,12.957656581333847,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,20.492609591592707,0.09999999989999991,0.5,0.5,43.47806670646346,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.039858781239943,14.059397679824956,15.982309327350185,17.974380302157133,19.99412881588653,21.934353702953754,23.98955034284678,25.980278419533224,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.42543758818993,-4526.229765606202
EVT-CHE-00000168,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,10.939536192140318,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,18.983525010625932,0.09999999989999991,0.5,0.5,40.29124781982391,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.998473314395387,14.067805622426668,15.905269122295994,17.959115560842275,19.99797590461766,21.930853781916436,23.96974460604279,26.000048998875055,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,17.05318368585634,-4562.517157104842
EVT-CHE-00000169,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,12.688106836768057,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,19.28517203697587,0.09999999989999991,0.5,0.5,42.76315696965698,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.934011563660546,13.998820108866623,16.051509907087947,17.988772994995795,20.019394449252406,22.029816705501982,23.985956183770824,26.046878298920262,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.005154232324488,-4614.555548694579
EVT-CHE-00000170,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,12.27018068666178,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,18.07722566791919,0.09999999989999991,0.5,0.5,42.89392522181296,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.04118381874353,14.038235337365522,15.965846773359733,18.02108232162638,20.066782322366887,22.009743472163432,24.057487139555377,26.06335250469702,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.898699794965717,-4580.73860627129
EVT-CHE-00000171,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,11.651096892383052,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,19.652676490710366,0.09999999989999991,0.5,0.5,42.04290590067448,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.051917922726217,13.994012743480143,15.971092583960546,17.997340061065593,19.995024312110612,22.017790645424277,24.02198210353617,25.940506502397067,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.594851944743246,-4547.956190163459
EVT-CHE-00000172,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,fuzzing,1,12.428663847920872,1,1,set_03,test_01_known_vehicle_known_attack,0.0,22.0,19.37525766065502,0.09999999989999991,0.5,0.5,42.870540209098316,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.003180730768198,14.130634394836587,16.054965473690267,17.99528290277661,20.03559009638433,22.066138405666305,24.017582417024293,25.912101878976962,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.917723116449405,-4506.890693036246
EVT-SUB-00000211,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,12.517745936340258,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.20405716444526,0.04999999994999993,0.5,0.5,19.73675124987631,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.96327478716184,12.035803228732899,12.960017010340145,13.935713486814159,14.969648455379954,16.090117070918218,17.009975246157808,17.972860081200636,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.25831575431229,-1963.0233735279392
EVT-SUB-00000212,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.715735707202581,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,10.02492938182189,0.04999999994999993,0.5,0.5,21.289900695024734,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.910047978399826,12.015827178341873,12.990024861196513,14.043110842675528,14.932656331034437,16.05334724018711,16.975649886474958,17.914646054050262,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.83765934920024,-1949.6675123134116
EVT-SUB-00000213,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,11.362557019482246,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.102351164771225,0.04999999994999993,0.5,0.5,21.548882672480055,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.992215988167667,12.05532035002977,13.055891596997515,14.05637444024512,15.036176439549946,15.918870296630182,16.9154619717358,18.010187329450645,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.604127336636305,-1897.6547310954584
EVT-SUB-00000214,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,11.759070169593599,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,10.031022430008344,0.04999999994999993,0.5,0.5,21.319235984443637,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.928768164138697,11.94775519967832,12.942820909562007,13.955224455546176,14.989501596237709,16.03425865369482,17.067419677371504,17.950975763579347,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.81115922239037,-2001.1028212967237
EVT-SUB-00000215,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,11.205722648512156,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,11.068356032077771,0.04999999994999993,0.5,0.5,22.097191946481793,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.011691229117776,11.881490125617995,12.949065527026802,14.00787325585544,14.970096784755917,16.10028500793222,17.004426375282904,18.014151084383332,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.112808291871858,-1994.9556910015635
EVT-SUB-00000216,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.972877021525532,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,8.584487323286691,0.04999999994999993,0.5,0.5,20.42302645050924,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.968231976895982,11.98802314431688,13.01870274628076,14.011811804655016,15.050405287030937,15.93152885835348,17.010453007193455,18.011924627010604,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.626290414283662,-1954.032093085415
EVT-SUB-00000217,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.248539156836976,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.373165675247996,0.04999999994999993,0.5,0.5,21.486989682833695,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.958588544272354,12.021184862985553,13.019890029744747,13.968075511112549,14.977631906094844,15.998192124436311,17.02911353551482,17.94173665385095,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.65985208133458,-1941.4875812412733
EVT-SUB-00000218,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.16798440901284,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.264020559551499,0.04999999994999993,0.5,0.5,23.175748153842466,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.073627810752921,11.979384184918668,12.968158875472437,14.124039651428129,15.031668120564852,16.0285298451991,16.978448774174954,17.993287024891494,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.158497128778362,-1916.7964508115788
EVT-SUB-00000219,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,10.665099229916875,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,10.172407500197933,0.04999999994999993,0.5,0.5,20.249553700872706,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.06269839625113,12.015449462074995,12.951810354097232,14.050166819393871,14.991018061619288,16.03945870202629,16.971906192197686,18.018190864022365,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.78540290027763,-1923.6953646416014
EVT-SUB-00000220,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.992449300613515,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.940682232026457,0.04999999994999993,0.5,0.5,19.50790791286406,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.008152931936202,11.871839783570458,12.99666419555472,14.036404852164404,15.02439408960821,16.060314721717933,16.94570814852649,18.07907827627311,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.470601894611246,-1992.5990338792772
EVT-SUB-00000221,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,11.982249962325849,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,8.435268704076506,0.04999999994999993,0.5,0.5,20.285747362813492,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.971040476624847,11.998714794545883,13.009252334770252,13.87528901223704,15.029815381519162,15.9869810410115,16.94845104891836,18.047776351398188,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.75216939202855,-1964.2134360529212
EVT-SUB-00000222,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,14.150593999562458,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,10.668479392953012,0.04999999994999993,0.5,0.5,21.708662943018503,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.98366191249967,12.058961650239238,13.04046520913936,13.974300340794409,14.918461413006515,15.972202178759739,17.03089127251132,17.987760573042497,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.460519826009591,-1926.470028990598
EVT-SUB-00000223,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,12.20945201643489,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,9.830207269006051,0.04999999994999993,0.5,0.5,21.344567910990573,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.020101872765085,11.95522583506019,12.993578830422456,13.966402444813937,14.881346865291981,15.91007252763847,17.0369264045636,17.977352082146535,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.788285345416492,-1938.7958092878316
EVT-SUB-00000224,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,12.901710095017373,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,8.168989372464866,0.04999999994999993,0.5,0.5,20.505171904847238,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.039210515861802,12.00460255846647,12.973562839017738,14.076855738384783,14.996679855450763,15.982073319243838,17.057423917902604,17.912264520188284,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.551096914295385,-1912.2483353674304
EVT-SUB-00000225,subaru_forester,subaru_forester,subaru_forester,Subaru,dos,1,13.113207373592564,1,1,set_04,test_01_known_vehicle_known_attack,0.0,21.0,8.51580251513759,0.04999999994999993,0.5,0.5,20.291087143820786,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.965238675336181,12.006223564374354,13.005126915427375,14.015010677427277,15.010228505796206,16.07037335771976,17.084913686087784,18.035459470913143,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.747267941573645,-1987.8893483894105
EVT-SUB-00000226,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,10.914286070823897,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,18.69354179820888,0.09999999989999991,0.5,0.5,41.20133112467647,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.029541483849528,14.001549258653107,16.042971084714946,17.907807659640508,20.134723132400808,21.93572099134152,24.001561102057945,26.04973673518928,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.291177134667876,-4570.729980580445
EVT-SUB-00000227,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,12.111449571847619,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,18.52531352851188,0.09999999989999991,0.5,0.5,40.218250082638356,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.927750757307113,13.902192229856986,16.005078593201354,18.01466005526787,19.983866665550117,22.063518840418784,24.069831111583063,25.999529756366226,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,17.114714242653836,-4665.328001337385
EVT-SUB-00000228,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,13.732602527842822,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,18.793249345894214,0.09999999989999991,0.5,0.5,41.89734489964931,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.065725543665822,14.011899782840409,15.983215984375166,17.988494109980948,20.027451100266898,21.979890004278474,24.015805498422846,25.998171251378473,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.714724613784607,-4544.849099936199
EVT-SUB-00000229,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,12.880473647506077,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,20.16318480005573,0.09999999989999991,0.5,0.5,40.86835700425428,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.9919451242622,14.035869064160105,15.977426928378256,18.040865743181392,20.01695827303099,22.029926902614477,23.996910840163356,26.015401771359773,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.56888093980256,-4576.775259749893
EVT-SUB-00000230,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,11.960440721740865,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,17.65619642110107,0.09999999989999991,0.5,0.5,41.40661172016064,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.948844166014426,14.084826660842896,16.015357334082694,18.018877445781655,20.00885668176551,21.974048027250287,23.962637546592948,26.04286811848708,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.120594847724306,-4569.988142093086
EVT-SUB-00000231,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,13.072726812094652,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,20.565940855722047,0.09999999989999991,0.5,0.5,42.59727333521664,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.004810734399069,13.98917621437943,15.996491868925006,18.00194393095475,20.076778167324896,22.117695198590113,23.942237478449997,26.013109110450536,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.140464044520428,-4585.811124240187
EVT-SUB-00000232,subaru_forester,subaru_forester,subaru_forester,Subaru,fuzzing,1,12.534654141379221,1,1,set_04,test_01_known_vehicle_known_attack,0.0,22.0,18.202570968622528,0.09999999989999991,0.5,0.5,41.7145953049145,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.977324921772595,13.87937048224217,16.033017954808724,17.99802108948188,19.99568522101379,22.004488855676158,24.01290828529502,26.116617364179827,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.865556685728498,-4659.434083511784
EVT-SUB-00000239,subaru_forester,subaru_forester,subaru_forester,Subaru,benign,0,2.140806905914094,1,0,set_04,test_01_known_vehicle_known_attack,0.0,20.0,-0.11012612413468316,-5.551115117574667e-17,0.5,0.5,-0.3580417915503423,-2.1684043428026043e-19,1e-06,0.01,0.0,8.0,0.1,1.0,10.006469108638754,10.001651348337758,9.88391313660926,9.958887733194196,9.990804179033411,10.04010105572436,10.071027262672942,9.956040699579678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0,1,0.3503091097719275,-0.54286307494993
